clean_comment;v1;v2;v3;v4;v5;v6;label
nothing to do the file cannot be edited outside;-0.11664198;-1.5287371;-0.5604781;5.6453533;3.4711525;-5.2619195;CODE
now get those properties and place them into the mutable and;-0.96002805;-3.7241895;-3.6523676;3.229858;-4.396717;1.4800285;CODE
immutable properties maps;-0.61991584;-4.182071;-3.8027167;2.0386155;-2.7003503;0.06887099;-
it seems that we have a valid default immutable property;0.6253041;-2.6691604;-6.490998;4.027002;-0.8443386;1.763911;CODE
in case this is an override make sure we remove previous;-2.1834438;1.0625519;-0.22645377;9.383133;5.021977;-0.9224661;CODE
definitions of this property;-1.0296874;-3.1128898;-4.020996;0.9534906;-3.8093598;0.29566976;IRRE
this property is a regular mutable default property;1.1473053;-2.72088;-6.468421;5.6481113;-2.519554;0.24651876;CODE
in case this is an override make sure we remove previous;-2.1834438;1.0625519;-0.22645377;9.383133;5.021977;-0.9224661;CODE
definitions of this property;-1.0296874;-3.1128898;-4.020996;0.9534906;-3.8093598;0.29566976;IRRE
we can function without defaults so we are just logging those;-2.2867525;2.5146167;-2.4982896;1.8923128;-0.5895325;-0.9059304;CODE
not sure if this can happen but just in case;-2.7007778;1.621164;0.34414303;0.75172436;4.7437954;0.9195554;META
reg the icq account man;-0.1457826;-0.17254534;4.901168;2.6504798;0.6999561;2.7481809;-
retrieve a reference to the file access service;4.5020823;0.6335243;-1.8438905;-2.019553;-2.9572282;0.92585516;CODE
retrieve a reference to the file access service;4.5020823;0.6335243;-1.8438905;-2.019553;-2.9572282;0.92585516;CODE
get a reference to the contact list file;1.5183612;-0.17165379;-0.3740894;-0.47708616;-5.754642;6.940952;CODE
create the failsafe transaction and restore the file if needed;2.2265089;2.3615482;-2.626883;0.4482671;3.7833247;-0.16046062;IRRE
load the contact list;-0.30346584;0.95125145;2.919716;2.1115174;-5.1174254;6.3174925;CODE
if the contact list does not exist create it;-0.15300892;2.3569474;0.10845495;2.956016;-0.08655501;10.71923;CODE
write the contact list so that it is there for the parser;0.77200454;-3.3433375;0.46153167;-2.3133922;-3.2857046;6.837468;CODE
re create and re init the new document;-0.8168802;-0.39216995;-1.3385433;5.623412;-0.48132923;0.6764528;IRRE
write the contact list so that it is there for the parser;0.77200454;-3.3433375;0.46153167;-2.3133922;-3.2857046;6.837468;CODE
it is not highly probable that this might happen so lets just;-3.9304662;2.1191287;0.95761085;-0.82596105;3.4376643;-0.028959872;CODE
log it;-3.8530946;0.29998046;3.6986954;-0.48525172;3.4724517;-1.568961;-
begin a new transaction;-1.9938291;1.8644605;0.40380612;-0.5186354;-0.80280644;0.78666914;CODE
really write the modification;-5.10795;-5.562503;1.0447398;3.0066617;-0.68452114;-0.4297767;TASK
commit the changes;-4.586306;-0.06482173;2.2352686;3.4826179;-0.40315682;-0.9634204;-
make sure everyone gets released after we finish;-5.996135;2.2539518;0.588873;-1.4000183;3.060245;0.7113055;TASK
write the contact list ourselves before we go out;-3.1780195;1.8647094;3.8706317;0.70327365;-3.0979135;7.9082403;CODE
if node does not exist create it;0.4915788;-0.53848183;-3.8905995;-1.2349912;2.5670724;5.6453967;TASK
create the rootgroup;-1.2838947;-1.6855133;1.1337061;3.3371747;-3.1891284;3.391262;IRRE
we don t want to receive meta contact events triggered by ourselves;-3.373608;7.527444;1.9183147;-0.20331754;-3.2607222;1.2550591;CODE
so we stop listening it is possible but very unlikely that other;-3.9322364;2.4014537;0.23288019;-2.7297354;1.4569087;-2.9272466;META
events not triggered by us are received while we re off the channel;-4.675285;7.260135;1.1526694;-2.897641;0.97215766;-4.7255836;CODE
but that would be a very bizzare case i guess we got to live;-2.488265;-1.3687649;-0.009452781;-0.95350456;2.998159;2.210479;META
with the risk;-5.156292;-3.5966165;2.093865;-0.73462594;0.12520523;-0.33415258;-
if there is no root there is definitely something wrong;0.8388549;-0.8791506;0.51347256;1.8407454;7.26315;1.1135209;IRRE
really broken file will create it again;0.36873955;-2.1685343;0.35734794;3.9375641;5.414963;-1.1571261;IRRE
write the contact list so that it is there for the parser;0.77200454;-3.3433375;0.46153167;-2.3133922;-3.2857046;6.837468;CODE
if there is root lets parse it;-0.272999;-3.8074803;-0.16170655;-4.5549974;1.5110343;2.4620295;IRRE
parse the group node and extract all its child groups and;0.5552817;-4.830826;-1.7626007;-3.8464725;-1.1303579;3.0371227;IRRE
contacts;-3.7671423;-1.2656052;6.344159;-1.1398127;-4.0089445;7.793066;-
now save the contact list in case it has changed;-3.8367012;3.2669277;0.6486786;5.5300837;-3.0784373;7.4894524;CODE
catch everything because we must not disturb the thread;-6.216984;3.2924583;0.19702478;-3.292785;2.2552161;-1.5112236;CODE
initializing the meta cl for a new provider with null point;4.0290256;2.6737676;-3.4055345;3.4349468;-3.9332376;3.232864;CODE
exceptions or others of the sort;-2.0226038;-2.4018462;-2.534734;-2.8552363;3.9282687;-0.09949741;CODE
now that we re done updating the contact list we can start;-1.9155221;3.7063699;5.9172416;4.115037;-1.5668676;6.6467075;CODE
listening;-5.525168;-1.0734274;2.2768104;-4.406026;-2.0572548;-4.028409;-
again;-3.1153321;-1.5863512;4.3793907;0.4229474;2.783894;0.062022742;-
first resolve the group itself unless this is the meta contact list;-1.0423776;2.323548;2.4317975;3.2057927;-0.39255583;8.658356;CODE
root which is already resolved;-0.16534041;1.2021939;0.8894218;1.6910685;2.3688207;2.3178172;CODE
in this map we store all proto groups that we find in this meta group;-0.020549431;-3.5182714;-0.008332154;1.4952782;-3.4693148;3.0849774;CODE
unless this is the mcl root in order to pass them as parent;0.25458053;-1.2039651;-2.6125703;0.49820587;-1.4357145;3.6918721;CODE
references to any subgroups;0.2310374;-4.79933;0.30012983;1.4209048;-2.4022565;1.4210931;CODE
create the meta group;-2.4261856;-3.028967;2.3846207;4.47901;-3.1265132;3.3873696;IRRE
extract and load one by one all proto groups in this meta group;0.24314629;-4.2926874;-1.2136171;-1.2267274;-2.4944582;2.8402967;CODE
try to find the parent proto group for the one we re;1.1393558;-2.7121046;1.1110162;0.8432154;-1.8535058;2.4649813;CODE
currently;-4.1047707;-1.467812;5.853601;1.2418629;-0.5250949;-1.7020856;-
parsing;-2.3495307;-7.729318;0.3850216;-7.6929197;-2.2530432;0.64510983;-
create the meta group if it is not already created;-2.6332662;0.009404202;-1.9940125;4.0462337;-0.50301063;6.130967;IRRE
only create metacontact group if we have a matching;0.55024;-1.7103425;-3.8604612;2.0870528;-2.4550781;7.0445943;IRRE
proto group skips creating empty groups or for non;0.28723508;-1.4376125;-1.773107;0.49752057;3.2427053;2.8696837;CODE
existing providers;2.8147798;2.7384984;5.352814;-1.2432843;-6.45609;3.2136183;-
create the proto group;-0.008820698;-3.4090233;2.0752478;-0.7753983;-3.94646;2.1031466;IRRE
if this is not the meta contact list root and if it doesn t;-0.13570519;2.9339252;2.4397502;3.9181716;-1.0578394;7.9013987;CODE
contain proto groups of the account we re currently loading then;1.6804482;1.9769249;2.1123667;4.1653376;-0.62185806;4.639775;CODE
we don t need to recurese it since it cound contain any child;0.5679351;0.59088;-1.3819065;1.3514241;2.182131;2.595687;TASK
contacts of the same account;-1.1354637;1.4734471;4.988162;2.401931;-2.3668666;9.116983;-
we have parsed groups now go over the children;-2.961945;-3.7168376;0.7735126;-1.1929865;0.42547008;2.4035425;IRRE
go over every meta contact extract its details and its encapsulated;-1.0864596;-0.8677953;1.6426992;-0.48210967;-5.08819;7.523126;-
proto contacts;-0.6879327;-1.7967356;4.276763;-2.2497485;-5.286544;5.734497;-
extract a map of all encapsulated proto contacts;2.2771955;-3.962218;-0.8741678;-3.1700613;-6.451977;5.7857647;-
if the size of the map is 0 then the meta contact does not;-0.13047509;-0.34755194;-2.907809;2.3583724;0.13151412;3.961284;CODE
contain any contacts matching the currently parsed account;0.98737437;-1.9024684;0.36040306;-2.138264;-0.015076977;11.026008;IRRE
extract contact details;-0.36974418;-1.9870749;2.9944882;-2.055534;-4.23175;7.7986975;-
catch any exception from loading contacts;1.0253116;4.35388;-4.8068657;-3.3677716;1.830497;4.452626;CODE
that will prevent loading the contact;-1.6074177;4.335224;1.7590982;4.104655;-1.3365716;3.7368379;CODE
pass the parsed proto contacts to the mcl service;4.5698643;2.3997724;0.42939982;-4.583907;-6.1358433;4.309718;IRRE
if we fail parsing a meta contact we should remove it so;-1.5126127;0.76858485;1.5699271;0.8010096;1.5896422;6.8492336;-
that;-4.84997;-3.6943393;3.4841223;-1.3968014;2.742168;-2.451584;-
it stops causing trouble and let other meta contacts load;-0.08003603;4.1210394;0.9614324;4.9481735;0.6750377;3.5452065;CODE
remove the node so that it doesn t cause us problems again;-1.8391378;1.554093;-0.031815816;3.6460984;4.734662;0.3078269;CODE
hmm failed to remove the faulty node we must be;0.3874266;1.3026308;1.954959;2.4148111;6.406521;1.1969067;TASK
in some kind of serious troble but i don t see;-1.5331061;-4.406354;1.8753699;-0.22993736;1.177372;-0.84393716;CODE
what we can do about it;-4.0007987;-0.34070548;3.6710248;0.9384636;5.6874504;-1.752983;CODE
now last thing that s left to do go over all subgroups if any;-4.0085077;-2.8817115;1.2318057;1.7645391;2.3991613;1.7674094;TASK
recurse for every sub meta group;-2.1865935;-4.0941567;-1.6835941;-1.3688343;-1.5759348;4.3013263;CODE
catch everything and bravely continue with remaining groups;-4.898307;-1.481355;-1.7608094;-3.2827823;2.6304455;2.7175162;CODE
and contacts;-2.805276;-1.3792067;4.207017;-0.49231088;-3.4250584;5.339801;-
remove the node so that it doesn t cause us problems again;-1.8391378;1.554093;-0.031815816;3.6460984;4.734662;0.3078269;CODE
hmm failed to remove the faulty node we must be;0.3874266;1.3026308;1.954959;2.4148111;6.406521;1.1969067;TASK
in some kind of serious troble but i don t see;-1.5331061;-4.406354;1.8753699;-0.22993736;1.177372;-0.84393716;CODE
what we can do about it;-4.0007987;-0.34070548;3.6710248;0.9384636;5.6874504;-1.752983;CODE
for some reason every now and then we would get a null nodename;2.576662;-0.4362935;-1.5430597;0.9756976;4.5947976;2.5555103;CODE
go figure;-1.2780753;-3.0203228;3.8300447;-0.6581914;2.1881661;-2.3321605;-
this is a duplicate mark for removal and continue;-2.8612077;-3.4931352;2.670001;4.1777706;4.915705;1.4758682;CODE
remove all duplicates;-2.9822085;-3.814301;-0.69851184;1.4937267;2.2936704;4.592265;-
set attributes;-1.6589366;-5.8891125;-3.7424457;3.3828866;-5.500438;1.196503;IRRE
append persistent data child node;0.35139585;-0.9613567;-3.3367977;0.22418474;-2.7872252;1.9703919;CODE
set attributes;-1.6589366;-5.8891125;-3.7424457;3.3828866;-5.500438;1.196503;IRRE
append persistent data child node;0.35139585;-0.9613567;-3.3367977;0.22418474;-2.7872252;1.9703919;CODE
create the display name node;1.9848614;-3.9709039;0.2666303;2.97197;-4.4116783;0.4495513;IRRE
create and fill the proto groups node;1.0812659;-2.8185048;0.3959402;-0.62767833;-3.261115;1.5155576;IRRE
ignore if the proto group is not persistent;-0.8593849;1.437626;-4.7257423;-0.08662986;0.10769147;4.2054834;-
create and fill the sub groups node;-0.95984083;-4.0390897;-0.6021891;0.8742382;-2.137957;2.668825;IRRE
create and fill child contacts node;0.5450236;-0.657033;0.53360313;0.763494;-4.53957;6.118237;IRRE
if the parent group is not persistent do not do anything;-4.7376604;2.9416037;-4.2559853;2.758455;0.93172055;5.749426;CODE
cause its missing in xml;0.5379819;-4.1138005;-0.73964155;3.7778442;2.8648713;0.66784304;-
not sure what to do in case of null we ll be logging an internal;-1.1352755;2.7790437;-4.1960793;-1.1762706;3.8155575;1.2113591;CODE
err for now and that s all;-0.45059967;-0.2526739;4.7922487;0.8224964;3.3813722;-1.3794903;CODE
if the group was created as an encapsulator of a non persistent proto;-0.34288234;-0.33398983;-2.189578;0.2977065;-3.3502192;2.8961296;IRRE
group then we ll ignore it;-5.0774384;-1.1277494;1.4217061;2.1638074;3.8524613;4.4259295;-
not sure what to do in case of null we ll be logging an internal;-1.1352755;2.7790437;-4.1960793;-1.1762706;3.8155575;1.2113591;CODE
err for now and that s all;-0.45059967;-0.2526739;4.7922487;0.8224964;3.3813722;-1.3794903;CODE
not sure what to do in case of null we ll be loggin an internal err;-0.59527457;1.9370434;-3.4891803;-1.5998093;6.8996134;1.2403437;CODE
for now and that s all;-2.5015478;-0.43511465;4.752399;1.1397505;1.717706;-0.52039504;CODE
remove the meta contact node;-1.052467;1.5263987;1.3662758;4.8801785;-1.4493033;5.540123;-
in case of null this is a case of moving from non persistent group;-3.318088;-0.84707415;-3.7243671;2.4362662;2.6611543;6.158593;CODE
to a persistent one;-4.9309673;0.68669677;1.8035082;1.1107241;-2.4442093;3.1714258;-
create new node;0.6893708;-1.9986033;0.9167284;1.8176337;-2.7530499;1.8639166;IRRE
find the first protogroup originating from the same account as;0.5411797;-2.4533327;-0.47321588;-1.7927843;-0.88421345;7.1832075;CODE
the one that the current contact belongs to;-3.0944238;-0.23099522;3.397092;0.13636278;-5.5248218;8.294064;-
not sure what to do in case of null we ll be loggin an internal err;-0.59527457;1.9370434;-3.4891803;-1.5998093;6.8996134;1.2403437;CODE
for now and that s all;-2.5015478;-0.43511465;4.752399;1.1397505;1.717706;-0.52039504;CODE
remove the meta contact node;-1.052467;1.5263987;1.3662758;4.8801785;-1.4493033;5.540123;-
not sure what to do in case of null we ll be loggin an internal err;-0.59527457;1.9370434;-3.4891803;-1.5998093;6.8996134;1.2403437;CODE
for now and that s all;-2.5015478;-0.43511465;4.752399;1.1397505;1.717706;-0.52039504;CODE
not sure what to do in case of null we ll be logging an internal err;-1.4426337;2.5895145;-4.1082206;-2.1829033;6.140871;1.109119;CODE
for now and that s all;-2.5015478;-0.43511465;4.752399;1.1397505;1.717706;-0.52039504;CODE
i don t think we could do anything else in addition to updating the;-3.3039303;2.8379166;4.0469036;4.8172297;2.459922;-2.2270525;CODE
persistent data;-2.663113;-0.22856022;-0.21513943;-0.5278618;-4.2287416;2.726829;-
not sure what to do in case of null we ll be logging an internal err;-1.4426337;2.5895145;-4.1082206;-2.1829033;6.140871;1.109119;CODE
for now and that s all;-2.5015478;-0.43511465;4.752399;1.1397505;1.717706;-0.52039504;CODE
indicates add;-2.4158187;-4.760873;0.87950957;0.45634282;0.3314513;0.061722543;TASK
indicates remove;-3.9778092;-4.1346006;-0.24836893;1.6500531;3.0699072;0.80420446;-
indicates removing multiple values at one time;-3.452629;-5.7239223;-4.254325;0.38114834;3.1286569;2.248985;IRRE
removing one value only;-3.7125578;-5.4770613;-4.4584227;1.3741016;2.7228642;3.767893;IRRE
indicates change;-3.927596;-3.4772434;-0.08441194;0.56955785;0.20128576;-1.4671428;-
not sure what to do in case of null we ll be logging an internal err;-1.4426337;2.5895145;-4.1082206;-2.1829033;6.140871;1.109119;CODE
for now and that s all;-2.5015478;-0.43511465;4.752399;1.1397505;1.717706;-0.52039504;CODE
ignore not interested in such kind of events;-6.923811;3.9202332;-2.3746953;-3.6860178;0.8528502;-1.4351779;CODE
not sure what to do in case of null we ll be logging an internal err;-1.4426337;2.5895145;-4.1082206;-2.1829033;6.140871;1.109119;CODE
for now and that s all;-2.5015478;-0.43511465;4.752399;1.1397505;1.717706;-0.52039504;CODE
the fact that a contact group was added or removed to a;-4.5455194;2.0510983;2.6737084;1.3166206;-0.9254629;7.9879036;OUTD
meta group may imply substantial changes in the child contacts;-3.3777637;0.46602452;0.51318115;2.791529;-0.7326966;6.356023;CODE
and the layout of any possible subgroups so;-2.4782732;-5.35006;1.7497092;2.029108;-3.0008354;0.8581439;-
to make things simple we ll remove the existing meta contact;-3.2978568;1.9536438;4.1185646;5.8169065;-2.087603;6.0085907;-
group node and re create it according to its current state;-2.9115603;-0.35432383;-3.6700706;0.11499457;-3.1356196;4.105766;IRRE
not sure what to do in case of null we ll be logging an internal err;-1.4426337;2.5895145;-4.1082206;-2.1829033;6.140871;1.109119;CODE
for now and that s all;-2.5015478;-0.43511465;4.752399;1.1397505;1.717706;-0.52039504;CODE
not sure what to do in case of null we ll be logging an internal err;-1.4426349;2.5895162;-4.108221;-2.1829045;6.1408725;1.1091192;CODE
for now and that s all;-2.5015478;-0.43511465;4.752399;1.1397505;1.717706;-0.52039504;CODE
update parent attr and append the contact to its new parent node;-1.5851635;0.5465965;-1.5729233;1.7525992;-4.789939;4.7743626;CODE
todo store metacontact avatar;0.26442444;-0.26916942;1.1465662;6.5809317;-2.4686782;-1.3715849;TASK
if we got here then metacontact is not in this list;1.4276069;0.440026;-1.1356164;5.5396967;0.28661597;3.0900574;CODE
if we got here then metacontactgroup is not in this list;1.4880582;-0.2982231;-0.7159877;6.271968;0.28718507;3.9159532;CODE
first go through the contacts that are direct children of this method;-0.09605269;1.1741996;0.34891778;-1.3908281;-4.5713468;7.7897763;CODE
if we didn t find it here let s try in the subgroups;-0.6822809;-3.9726458;1.7500745;2.6301763;2.6651077;1.9678609;CODE
if we didn t find it here let s try in the subgroups;-0.6822809;-3.9726458;1.7500745;2.6301763;2.6651077;1.9678609;CODE
first go through the contacts that are direct children of this method;-0.09605269;1.1741996;0.34891778;-1.3908281;-4.5713468;7.7897763;CODE
if we didn t find it here let s try in the subgroups;-0.6822809;-3.9726458;1.7500745;2.6301763;2.6651077;1.9678609;CODE
first go through the contacts that are direct children of this method;-0.09605269;1.1741996;0.34891778;-1.3908281;-4.5713468;7.7897763;CODE
if we didn t find it here let s try in the subgroups;-0.6822809;-3.9726458;1.7500745;2.6301763;2.6651077;1.9678609;CODE
first check here in this meta group;-1.6106439;-0.35469893;3.6988373;4.6640635;1.0169909;2.0541031;CODE
if we didn t find it here let s try in the subgroups;-0.6822809;-3.9726458;1.7500745;2.6301763;2.6651077;1.9678609;CODE
et this group as a callback in the meta contact;-3.1828609;2.6046708;1.657503;-0.4324971;-4.240871;3.7173738;CODE
no need to synch it s not a disaster if s o else reads the old copy;-1.3847986;2.5903192;0.9995134;2.9455671;0.78104275;0.71579134;TASK
no need to synch it s not a disaster if s o else reads the old copy;-1.3847986;2.5903192;0.9995134;2.9455671;0.78104275;0.71579134;TASK
this is new and empty group we can store it as user want this;-2.9218616;-1.2717996;2.2934465;5.675517;-1.9953384;3.4553118;CODE
create the uid;-0.5861583;-1.5842414;0.8004488;2.7059972;-3.9673715;1.430454;IRRE
first try to ask the capabilities operation set if such is;4.281342;3.5547652;0.022786224;2.908132;-2.8504035;-0.8698044;IRRE
available;-1.7884799;-0.14927511;5.9707723;1.1334138;-0.25990197;-0.5910977;-
if the current default contact supports the requested operationset;0.49171138;3.9645557;-2.6559718;-0.12591223;-5.3787193;6.4890966;CODE
we use it;-4.8856726;-1.7460841;4.6129026;-0.9176766;-0.35374188;-1.8110437;-
first try to ask the capabilities operation set if such is;4.281342;3.5547652;0.022786224;2.908132;-2.8504035;-0.8698044;IRRE
available;-1.7884785;-0.14927463;5.9707704;1.1334151;-0.25989985;-0.59109735;-
first try to ask the capabilities operation set if such is;4.281342;3.5547652;0.022786224;2.908132;-2.8504035;-0.8698044;IRRE
available;-1.7884799;-0.14927511;5.9707723;1.1334138;-0.25990197;-0.5910977;-
we filter to care only about contact which support;-2.3009074;3.4761345;1.417583;-1.3863462;-2.4168034;6.2750177;-
the needed opset;-3.2137065;-1.9496331;2.4365199;-2.1906226;-1.2459371;0.4489829;IRRE
the caller is willing to perform a lengthy operation so let s;-5.06884;1.5413322;-0.36903647;-6.265993;-0.61670804;1.2560319;CODE
query the proto contacts for their avatars;0.7996052;-1.1201997;3.5460324;-1.2211012;-3.8412838;6.332592;CODE
if we got a result from the above then let s cache and;-0.41808298;-1.5271335;-0.057620633;-1.6545864;3.8739262;0.6434432;CODE
return it;-4.376233;-0.27768216;0.7920789;0.1725668;5.8015814;1.0339044;IRRE
if we get here then the caller is probably not willing to perform;-3.0065713;3.311102;1.3509052;-6.0113726;2.1257665;1.669048;IRRE
network operations and opted for a lazy retrieve or the;-0.02294878;2.034675;1.0212857;-4.320417;0.18981616;1.7900035;CODE
queryavatar method returned null because we are calling it too often;1.888575;2.5635104;-4.2939963;-1.013054;3.9733787;-1.0151117;IRRE
we already have a cached avatar so let s return it;-1.5108165;-0.41896838;4.050823;4.5287867;4.013589;-0.4742755;CODE
no cached avatar let s try the file system for previously stored;1.3081721;-0.37901083;2.3981948;6.9349246;3.791688;-2.4548793;CODE
ones unless we already did this;-4.870682;-2.1369271;2.5650337;-2.2112272;1.5032501;0.9689809;CODE
re init the default contact;-1.0008904;3.63728;0.32527393;6.450945;-2.6112895;6.3724594;IRRE
if this is our first contact and we don t already have a display;-3.802981;2.6778307;5.547444;2.9804153;-3.382945;4.1349673;CODE
name use theirs;-2.608098;-3.0858006;4.746372;0.2598908;-1.1882327;3.2063081;IRRE
be careful not to use setdisplayname here cause this will;0.16332209;0.110788725;-0.7085786;5.5307136;-2.8635507;-2.761993;IRRE
bring us into a deadlock;-5.7535596;-0.0708955;1.2918175;-2.2059777;3.476852;-0.28923377;CODE
check if the capabilities operation set is available for this;4.058325;3.5091958;-2.1701827;2.6026618;-0.42018905;-0.06026468;IRRE
contact and add a listener to it in order to track capabilities;-2.0087097;7.5585437;0.21440564;-3.483874;-7.8538923;0.8636534;TASK
changes for all contained protocol contacts;2.178197;3.7458906;1.6283014;-1.9593247;-6.7081213;5.0367355;CODE
first lightremove or otherwise we won t be able to get hold of the;-5.6457834;1.2016788;-0.4540406;0.3959675;3.6905217;-0.8380288;CODE
contact;-4.7015047;0.3845404;6.569051;-0.11406366;-2.1826177;5.737537;-
now read it and the contact would be automatically placed;-3.238978;2.3307831;4.349015;1.8420669;-4.4013357;4.7055397;IRRE
properly by the containing group;-1.5814327;-6.6660533;-1.1903774;-2.1351888;0.3674482;5.890213;-
check if the capabilities operation set is available for this;4.058325;3.5091958;-2.1701827;2.6026618;-0.42018905;-0.06026468;IRRE
contact and add a listener to it in order to track capabilities;-2.0087097;7.5585437;0.21440564;-3.483874;-7.8538923;0.8636534;TASK
changes for all contained protocol contacts;2.178197;3.7458906;1.6283014;-1.9593247;-6.7081213;5.0367355;CODE
if the default contact has been modified set it to null;-1.0704432;2.5382004;-5.922825;2.9772446;-1.2860458;7.6105375;IRRE
if the default contact has been modified set it to null;-1.0704432;2.5382004;-5.922825;2.9772446;-1.2860458;7.6105375;IRRE
this should not happen because this method is called explicitly for;0.27931732;1.5141826;-7.0343323;0.21496491;2.6980724;1.340038;CODE
events coming from the capabilities operation set;-2.3508074;3.5253582;-3.0858955;-1.9959607;-4.9253483;-2.6588907;IRRE
remove contact from opset to contact mapping;0.63045526;0.75368065;-1.7074022;2.2054608;-2.514153;7.22019;IRRE
remove opsets that have no associated contact;-0.8718;1.3351896;-1.1764238;1.2587088;-0.8981994;8.799333;IRRE
initialize the meta contact list from what has been stored locally;1.4454256;2.0050886;-1.3104275;2.8289537;-6.112343;7.769266;IRRE
start listening for newly register or removed protocol providers;3.1457438;8.610872;0.5042846;-3.655759;-6.729908;0.4389377;CODE
first discover the icq service;1.1420097;2.461211;2.2235656;-2.311827;-3.599873;0.78452015;CODE
then find the protocol provider service;5.471331;4.257321;3.914885;-5.134533;-5.6294956;1.2366558;-
in case we found any retrieve the root groups for all protocol;3.3291461;1.2713816;1.3218026;-3.7961276;-2.1964877;3.5463095;CODE
providers and create the meta contact list;1.9607874;2.3181732;3.364783;1.335133;-8.015456;8.373917;IRRE
top listening to all currently installed providers;1.9431239;4.841552;0.7174343;-3.493571;-6.631898;-0.48334977;-
check if a non persistent presence operation set exists;-1.1146272;4.928476;-6.6798034;-2.6648324;-0.25718877;7.0925436;IRRE
find the parent group in the corresponding protocol;1.3326286;-1.5763273;-0.57154644;-5.5634108;-4.613549;4.1100874;CODE
we already have at least one group corresponding to the meta group;-3.2039733;-1.6564484;1.4137399;2.2442865;-2.083951;4.233732;CODE
we don t have a proto group here obtain a ref to the parent;-0.20094308;-1.152355;0.21482708;0.38994092;-1.6534692;3.8840148;CODE
proto group which may be created along the way and create it;-0.40961146;-3.396644;1.008316;-1.4776207;-4.4186716;2.887082;IRRE
if persistent presence is not supported just bail;-1.613526;3.6349816;-2.3172467;-0.82768834;0.9055761;3.616805;-
we should have verified this earlier anyway;-1.4789144;0.04940762;2.177115;0.73293173;5.1277466;0.9235185;CODE
special treatment for the root group stop the recursion;-2.7290015;-1.7272346;-3.2389214;-1.9760481;1.8134167;2.5789974;CODE
create the proto group;-0.008820698;-3.4090233;2.0752478;-0.7753983;-3.94646;2.1031466;IRRE
create the group;-3.6564922;-3.1456947;3.6970048;2.6420088;-2.1998067;4.3351274;IRRE
wait for a confirmation event;-5.3328295;5.8575263;-1.5657232;-3.6581104;1.4507487;-3.2221174;CODE
whatever happens we need to remove the event collector;-5.598032;4.9941344;0.07041881;1.9348773;0.06794116;-1.2256383;TASK
and the ignore filter;-3.0872526;-0.5583356;-0.91126454;1.3223194;0.19658403;0.6673202;-
th went wrong;-2.596693;-2.3640158;2.8265789;0.5844585;5.557187;-1.2397846;META
now add the proto group to the meta group;-0.5261446;-1.4556053;1.9427341;3.210758;-2.798287;1.8954483;TASK
don t fire a proto cont added event we ll;-3.9149237;2.0878224;-0.45265242;-0.35746896;-1.4616811;-1.5910089;TASK
fire our own event here;-7.5497084;1.3409706;1.4758955;-2.705171;-1.0807862;-3.1871839;-
make sure that parent does not already contain a subgroup called;-2.23819;-1.9809271;-4.2869554;1.5976418;1.6314754;5.788478;CODE
