clean_comment;v1;v2;v3;v4;v5;v6;label
listening;17.421793;-1.2436706;-14.032659;-0.69210005;0.04148366;-6.319712;-
again;23.686502;-3.308168;-12.76959;-6.2558837;4.2881393;3.198209;-
first resolve the group itself unless this is the meta contact list;-7.6326;2.518774;4.3695526;3.6345816;2.6481836;4.765252;CODE
root which is already resolved;2.2007587;-4.7328043;6.787129;-2.7293673;0.2619684;0.55445045;CODE
in this map we store all proto groups that we find in this meta group;-4.2627873;7.2112784;6.3103104;0.9362749;-0.48124516;-3.2899153;CODE
unless this is the mcl root in order to pass them as parent;-6.494114;3.3252225;5.494894;1.0971026;0.5124686;3.0230699;CODE
references to any subgroups;4.7369833;10.170535;-2.1379592;-0.0012426154;7.40152;-1.6801146;CODE
create the meta group;9.764601;6.57117;-5.9956465;8.611266;-5.079345;3.7723486;IRRE
extract and load one by one all proto groups in this meta group;-4.0439982;6.0063114;-1.7941638;2.1756945;1.5349649;-2.9148004;CODE
try to find the parent proto group for the one we re;-1.7019824;2.3739154;10.147277;2.3068297;-1.1810764;2.500957;CODE
currently;22.165121;-12.57145;2.937881;-4.897415;-0.10183653;0.67318225;-
parsing;10.190278;-0.84818554;-7.0448847;5.1256294;6.599235;-6.1562366;-
create the meta group if it is not already created;3.4167824;14.282278;-3.6737347;3.0710015;-3.1989799;5.091609;IRRE
only create metacontact group if we have a matching;-4.392693;4.2227373;0.7137499;-0.043673426;3.2619996;-1.6953336;IRRE
proto group skips creating empty groups or for non;-8.76318;-6.746717;3.356924;-0.19445874;5.5519896;-4.8365517;CODE
existing providers;13.49767;-11.844612;4.0984735;0.119754;1.7961599;-3.3171034;-
create the proto group;8.18152;-2.3022823;-0.64947724;8.948178;-3.4490573;4.7185454;IRRE
if this is not the meta contact list root and if it doesn t;-5.0252805;1.3299174;7.0259066;-0.7793287;-2.693693;6.6143713;CODE
contain proto groups of the account we re currently loading then;-5.972794;-2.063243;12.154417;2.101218;2.8176897;1.8832678;CODE
we don t need to recurese it since it cound contain any child;-1.7057759;13.943539;1.7309932;-7.0445423;-0.5221239;-2.844855;TASK
contacts of the same account;7.0223584;4.696405;-0.5967293;-1.8154927;0.41545293;6.4236145;-
we have parsed groups now go over the children;1.6199706;6.4693174;2.6616676;-2.2458293;2.0594392;-1.7322403;IRRE
go over every meta contact extract its details and its encapsulated;-5.3383546;0.04305585;4.550541;0.3198202;2.9824362;-1.0958445;-
proto contacts;3.8728914;-12.10017;-1.3028783;-0.03953381;3.4629698;-1.109243;-
extract a map of all encapsulated proto contacts;-2.7219005;2.0956857;-2.7471318;3.305817;6.6232376;-1.4878403;-
if the size of the map is 0 then the meta contact does not;-3.3370578;7.206716;3.2381933;1.8566432;-1.9626129;7.9265394;CODE
contain any contacts matching the currently parsed account;1.1019638;1.2920988;6.739785;1.7242503;3.7561183;4.989854;IRRE
extract contact details;10.061215;4.917331;-9.8243265;4.0849037;-0.090765685;-1.6848558;-
catch any exception from loading contacts;1.4290547;1.2588742;3.8472621;-0.46353585;4.8207464;-3.096891;CODE
that will prevent loading the contact;1.7476298;-0.21639459;7.8450804;2.6299205;1.6801466;3.75703;CODE
pass the parsed proto contacts to the mcl service;3.8548303;5.156207;-1.0884823;6.6761928;0.67282367;3.6886303;IRRE
if we fail parsing a meta contact we should remove it so;-2.4317153;9.47888;4.271194;-3.4555976;0.052151464;-2.7822297;-
that;20.394491;-12.565492;5.9693565;-8.173513;1.7704715;1.6510925;-
it stops causing trouble and let other meta contacts load;-9.969154;-8.382307;12.169079;-3.1865234;4.3857193;-2.6300178;CODE
remove the node so that it doesn t cause us problems again;-1.4538484;11.793761;3.3005943;-4.3271623;-1.5951265;-3.0774686;CODE
hmm failed to remove the faulty node we must be;-2.247893;4.951077;2.26998;-0.53375673;0.5880145;1.5831014;TASK
in some kind of serious troble but i don t see;-1.6983562;8.263357;1.892767;-9.975497;-0.03276521;-0.27106646;CODE
what we can do about it;8.9367895;6.9654145;7.759797;-9.757024;-7.9837017;-3.6104922;CODE
now last thing that s left to do go over all subgroups if any;-1.3116219;10.295788;4.0814786;-4.5858254;0.48699;-0.51065004;TASK
recurse for every sub meta group;-0.9576015;-3.7582777;3.4732978;1.8996813;0.79316616;-1.193577;CODE
catch everything and bravely continue with remaining groups;-5.4877615;0.48468184;4.2976465;-4.776495;4.782962;-3.9001915;CODE
and contacts;11.98388;-10.500368;2.4558358;-1.5998358;2.9497237;-0.8988773;-
remove the node so that it doesn t cause us problems again;-1.4538484;11.793761;3.3005943;-4.3271623;-1.5951265;-3.0774686;CODE
hmm failed to remove the faulty node we must be;-2.247893;4.951077;2.26998;-0.53375673;0.5880145;1.5831014;TASK
in some kind of serious troble but i don t see;-1.6983562;8.263357;1.892767;-9.975497;-0.03276521;-0.27106646;CODE
what we can do about it;8.936787;6.9654074;7.7598004;-9.757023;-7.9837036;-3.6104884;CODE
for some reason every now and then we would get a null nodename;-7.788771;0.27266446;9.410453;-5.663006;1.2053059;1.1963438;CODE
go figure;12.30415;-5.6772394;-3.7733839;-2.3143895;-0.045677334;2.114146;-
this is a duplicate mark for removal and continue;0.3627393;1.2425625;3.4119546;-4.726292;3.47021;1.0510061;CODE
remove all duplicates;8.323793;4.3349094;-8.299667;-0.93188334;2.8084388;-0.87339544;-
set attributes;13.517191;-9.1077795;2.413097;0.64581954;2.0624318;-3.7027862;IRRE
append persistent data child node;2.3869407;-9.1472845;1.0515056;5.181263;-0.06518194;-1.7311181;CODE
set attributes;13.517191;-9.1077795;2.413097;0.64581954;2.0624318;-3.7027862;IRRE
append persistent data child node;2.3869407;-9.1472845;1.0515056;5.181263;-0.06518194;-1.7311181;CODE
create the display name node;6.751736;5.223068;-5.166692;7.925899;-4.0635724;4.045411;IRRE
create and fill the proto groups node;-0.68340445;-1.171772;1.142917;7.34062;1.1730117;-0.15825634;IRRE
ignore if the proto group is not persistent;-0.5326302;-0.3620166;3.7639768;2.9873915;-2.403556;3.16353;-
create and fill the sub groups node;0.32489312;2.4870498;-0.6678442;6.6039076;1.3287327;1.1116723;IRRE
create and fill child contacts node;-0.1951983;-3.6323228;-0.48885328;4.4894924;3.6931758;-1.9622725;IRRE
if the parent group is not persistent do not do anything;2.4859037;15.029587;-1.8537633;-1.0487974;-6.176352;0.5961882;CODE
cause its missing in xml;7.6871524;8.524695;-3.6989858;-2.8449848;0.8099948;-1.9523175;-
not sure what to do in case of null we ll be logging an internal;-4.5382648;8.288252;3.9524267;-7.3038435;-1.8725622;-2.9109895;CODE
err for now and that s all;1.2075901;4.414851;3.7332404;-10.729929;1.3429067;1.0686984;CODE
if the group was created as an encapsulator of a non persistent proto;-4.938069;5.2171526;2.089868;1.5146312;3.4608266;4.5172577;IRRE
group then we ll ignore it;4.2260823;10.225412;2.5394695;-6.660805;-4.914992;-4.783095;-
not sure what to do in case of null we ll be logging an internal;-4.5382648;8.288252;3.9524267;-7.3038435;-1.8725622;-2.9109895;CODE
err for now and that s all;1.207591;4.4148517;3.73324;-10.729931;1.3429037;1.0687032;CODE
not sure what to do in case of null we ll be loggin an internal err;-5.5000267;8.907658;1.2798275;-6.8040543;0.24306525;-2.3045394;CODE
for now and that s all;4.16185;2.6251407;5.7989607;-10.179388;-1.5137883;1.5362836;CODE
remove the meta contact node;4.226509;-4.6717653;0.69908166;7.8132944;-2.899902;3.7400734;-
in case of null this is a case of moving from non persistent group;-5.6574674;-0.66908383;6.9360995;-0.80323523;1.6166422;2.5970292;CODE
to a persistent one;6.503177;-3.732616;2.871157;-2.3435152;1.2515429;0.61576426;-
create new node;11.961092;-0.4456102;-3.0247297;2.8805785;-4.538306;-0.3897943;IRRE
find the first protogroup originating from the same account as;0.91066957;14.472209;-6.11033;5.7246513;1.4789475;6.559011;CODE
the one that the current contact belongs to;1.6239623;3.3286312;6.963623;1.0608078;0.46274713;9.357813;-
not sure what to do in case of null we ll be loggin an internal err;-5.5000267;8.907658;1.2798275;-6.8040543;0.24306525;-2.3045394;CODE
for now and that s all;4.1618485;2.6251385;5.7989626;-10.179386;-1.5137912;1.5362821;CODE
remove the meta contact node;4.226509;-4.6717653;0.69908166;7.8132944;-2.899902;3.7400734;-
not sure what to do in case of null we ll be loggin an internal err;-5.5000267;8.907658;1.2798275;-6.8040543;0.24306525;-2.3045394;CODE
for now and that s all;4.1618485;2.6251385;5.7989626;-10.179386;-1.5137912;1.5362821;CODE
not sure what to do in case of null we ll be logging an internal err;-5.1757903;7.346755;3.75713;-7.2392626;-1.0930198;-2.166671;CODE
for now and that s all;4.16185;2.6251407;5.7989607;-10.179388;-1.5137883;1.5362836;CODE
i don t think we could do anything else in addition to updating the;0.9657803;13.659203;3.268546;-6.6546583;-5.354148;-2.4338725;CODE
persistent data;7.455148;-6.95523;-1.062124;2.4435544;7.5664682;-2.909251;-
not sure what to do in case of null we ll be logging an internal err;-5.1757903;7.346755;3.75713;-7.2392626;-1.0930198;-2.166671;CODE
for now and that s all;4.16185;2.6251407;5.7989607;-10.179388;-1.5137883;1.5362836;CODE
indicates add;6.243812;-5.3467526;-0.30544913;-3.3036246;4.6581993;-2.4203331;TASK
indicates remove;7.089401;-3.5882695;-1.0440615;-1.0860004;4.7271194;-2.9880817;-
indicates removing multiple values at one time;2.2226923;7.1178427;-1.0339851;-3.521195;4.5940995;-2.4728074;IRRE
removing one value only;0.9943199;-4.023931;4.3393774;-0.59300166;-0.007462619;1.4692643;IRRE
indicates change;9.309376;0.48080507;-1.8363878;-1.6501698;4.4622393;-1.6275536;-
not sure what to do in case of null we ll be logging an internal err;-5.1757903;7.346755;3.75713;-7.2392626;-1.0930198;-2.166671;CODE
for now and that s all;4.16185;2.6251407;5.7989607;-10.179388;-1.5137883;1.5362836;CODE
ignore not interested in such kind of events;-1.4818716;-0.9750743;5.3612514;-4.419815;0.3778346;-5.0831885;CODE
not sure what to do in case of null we ll be logging an internal err;-5.1757903;7.346755;3.75713;-7.2392626;-1.0930198;-2.166671;CODE
for now and that s all;4.1618495;2.6251392;5.798964;-10.179388;-1.5137893;1.5362831;CODE
the fact that a contact group was added or removed to a;-2.638687;5.428116;4.501075;1.1021597;1.8905947;6.368932;OUTD
meta group may imply substantial changes in the child contacts;-3.627087;-4.105925;8.4628105;0.54855937;7.0419974;1.4781189;CODE
and the layout of any possible subgroups so;-2.052987;-1.0460721;8.612248;3.9989362;6.0353584;1.4058369;-
to make things simple we ll remove the existing meta contact;-2.033622;5.078415;3.683018;-0.9178734;-1.9836248;-2.825226;-
group node and re create it according to its current state;-5.2014556;1.7159992;5.61419;2.043656;1.9782327;-0.30244178;IRRE
not sure what to do in case of null we ll be logging an internal err;-5.1757903;7.346755;3.75713;-7.2392626;-1.0930198;-2.166671;CODE
for now and that s all;4.16185;2.6251407;5.7989607;-10.179388;-1.5137883;1.5362836;CODE
not sure what to do in case of null we ll be logging an internal err;-5.1757903;7.346755;3.75713;-7.2392626;-1.0930198;-2.166671;CODE
for now and that s all;4.16185;2.6251407;5.7989607;-10.179388;-1.5137883;1.5362836;CODE
update parent attr and append the contact to its new parent node;-2.1975877;3.4132023;2.838408;5.0568037;0.7630125;3.0965054;CODE
todo store metacontact avatar;-1.2894444;11.257518;-16.35577;3.1139266;2.3379793;-0.2587259;TASK
if we got here then metacontact is not in this list;1.8067484;12.904999;-3.102249;-2.5159774;-0.07525783;3.0495274;CODE
if we got here then metacontactgroup is not in this list;-0.80661964;11.229612;-2.9084973;-0.37358487;0.3039917;2.8743193;CODE
first go through the contacts that are direct children of this method;-2.0983555;4.277501;9.048155;-3.163715;3.844747;2.614572;CODE
if we didn t find it here let s try in the subgroups;3.1175199;13.564017;3.5636528;-5.0209165;-5.787201;0.2789868;CODE
if we didn t find it here let s try in the subgroups;3.1175199;13.564017;3.5636528;-5.0209165;-5.787201;0.2789868;CODE
first go through the contacts that are direct children of this method;-2.0983555;4.277501;9.048155;-3.163715;3.844747;2.614572;CODE
if we didn t find it here let s try in the subgroups;3.1175199;13.564017;3.5636528;-5.0209165;-5.787201;0.2789868;CODE
first go through the contacts that are direct children of this method;-2.0983555;4.277501;9.048155;-3.163715;3.844747;2.614572;CODE
if we didn t find it here let s try in the subgroups;3.1175199;13.564017;3.5636528;-5.0209165;-5.787201;0.2789868;CODE
first check here in this meta group;-1.9423933;-8.462627;13.851898;-0.89691514;1.2213871;-2.0500405;CODE
if we didn t find it here let s try in the subgroups;3.1175199;13.564017;3.5636528;-5.0209165;-5.787201;0.2789868;CODE
et this group as a callback in the meta contact;-1.1819688;3.441641;3.3260896;5.701416;-1.0422463;4.0930934;CODE
no need to synch it s not a disaster if s o else reads the old copy;-5.677545;3.9870107;5.9043193;-6.3126154;-3.1410947;2.0520773;TASK
no need to synch it s not a disaster if s o else reads the old copy;-5.677545;3.9870107;5.9043193;-6.3126154;-3.1410947;2.0520773;TASK
this is new and empty group we can store it as user want this;-8.894582;-1.1946886;10.444796;-3.658124;-2.6618218;-0.21274252;CODE
create the uid;8.453961;-2.5922656;-0.8770281;6.2782483;-3.7872534;7.7924185;IRRE
first try to ask the capabilities operation set if such is;-0.91042024;-1.8535157;10.955261;2.5240393;-0.07160503;1.7126293;IRRE
available;23.619913;-12.002408;-3.5921574;-3.8894985;3.5497198;-2.439403;-
if the current default contact supports the requested operationset;-3.085231;-4.373719;10.33313;5.705183;2.8161838;6.271962;CODE
we use it;9.809656;-12.179677;14.627329;-6.909172;-4.0758886;-3.4701414;-
first try to ask the capabilities operation set if such is;-0.91042024;-1.8535157;10.955261;2.5240393;-0.07160503;1.7126293;IRRE
available;23.619917;-12.002403;-3.5921576;-3.8894997;3.5497189;-2.439404;-
first try to ask the capabilities operation set if such is;-0.9104225;-1.8535142;10.955261;2.5240402;-0.07160652;1.7126275;IRRE
available;23.619913;-12.002408;-3.5921574;-3.8894985;3.5497198;-2.439403;-
we filter to care only about contact which support;-3.3282566;2.4786658;5.6098423;-5.8206453;-0.511699;-4.353703;-
the needed opset;1.0711107;-9.730375;6.8864517;6.681302;3.3798146;2.302473;IRRE
the caller is willing to perform a lengthy operation so let s;-3.292185;9.032924;3.7634614;-5.057395;0.8602904;-0.03094657;CODE
query the proto contacts for their avatars;-0.0046894285;4.467828;-2.546234;5.7676196;5.601411;1.8673155;CODE
if we got a result from the above then let s cache and;-0.48207146;4.0534773;12.095615;-5.5896673;-3.8266683;-0.39984682;CODE
return it;16.343624;-9.571059;4.358637;-4.0130935;-2.522771;3.1113417;IRRE
if we get here then the caller is probably not willing to perform;2.5051067;13.780554;1.9774262;-6.4977484;-2.9043803;0.75919557;IRRE
network operations and opted for a lazy retrieve or the;-2.7538998;-12.277613;13.226723;3.6619217;1.940139;-0.925885;CODE
queryavatar method returned null because we are calling it too often;-5.104566;4.1429796;3.5514095;-2.490661;0.5004427;-2.8958378;IRRE
we already have a cached avatar so let s return it;3.141006;14.334494;2.210221;-6.5986443;-4.500696;-3.40483;CODE
no cached avatar let s try the file system for previously stored;-0.29335427;4.313292;5.094344;1.6269634;-2.1707444;-0.7108891;CODE
ones unless we already did this;2.44432;3.8831892;5.7013464;-6.9695277;0.29479715;-3.7155948;CODE
re init the default contact;2.8972661;-0.0075553465;3.7207448;0.9891248;-0.94601053;3.3314922;IRRE
if this is our first contact and we don t already have a display;-0.6069267;11.283725;4.677431;-7.1218495;-0.23570317;1.0114925;CODE
name use theirs;7.6261277;-10.198777;6.0913076;-2.9151382;-3.1114564;-0.24291207;IRRE
be careful not to use setdisplayname here cause this will;-3.9337676;5.18562;0.86880445;-4.0970244;-2.2719886;-4.4449487;IRRE
bring us into a deadlock;1.114639;6.494273;0.29265577;-5.828898;5.064945;-2.8940628;CODE
check if the capabilities operation set is available for this;-0.27822322;1.9953072;6.2162457;6.686467;0.5996602;-0.014076549;IRRE
contact and add a listener to it in order to track capabilities;-2.3251622;11.255152;-1.8144068;1.9567356;-0.8230972;-4.3085046;TASK
changes for all contained protocol contacts;-2.9877436;-4.76075;6.116516;3.0663586;5.9770627;-2.739718;CODE
first lightremove or otherwise we won t be able to get hold of the;-2.0475426;9.588135;5.483828;-5.750805;-2.5219116;-0.54181486;CODE
contact;21.708607;-6.5131264;-10.265403;-3.487615;0.43562755;2.5612395;-
now read it and the contact would be automatically placed;-3.0268538;2.1618123;9.473236;0.72767794;0.7925339;4.7854853;IRRE
properly by the containing group;2.4449387;-6.6986732;10.374994;1.6352632;4.700023;6.0182595;-
check if the capabilities operation set is available for this;-0.27822322;1.9953072;6.2162457;6.686467;0.5996602;-0.014076549;IRRE
contact and add a listener to it in order to track capabilities;-2.3251622;11.255152;-1.8144068;1.9567356;-0.8230972;-4.3085046;TASK
changes for all contained protocol contacts;-2.9877436;-4.76075;6.116516;3.0663586;5.9770627;-2.739718;CODE
if the default contact has been modified set it to null;-0.83720315;7.803838;1.688022;0.9549575;-3.09029;4.7625976;IRRE
if the default contact has been modified set it to null;-0.83720315;7.803838;1.688022;0.9549575;-3.09029;4.7625976;IRRE
this should not happen because this method is called explicitly for;-1.8834294;5.4802113;6.585904;-4.4719725;1.1234266;-2.1516156;CODE
events coming from the capabilities operation set;-1.84054;-3.8765025;6.976283;5.9167023;0.8958699;0.5951601;IRRE
remove contact from opset to contact mapping;-1.6741966;6.554859;-8.5845585;6.200822;1.1770916;-2.4895902;IRRE
remove opsets that have no associated contact;-1.0609986;-0.88919806;3.7324774;-3.1909516;4.023656;-1.5539049;IRRE
initialize the meta contact list from what has been stored locally;-0.6904316;8.819811;-0.30230933;5.59538;1.3846782;0.1410924;IRRE
start listening for newly register or removed protocol providers;-5.3794436;-2.489717;3.2312002;4.475609;3.8783517;-8.788052;CODE
first discover the icq service;2.2663145;9.1483965;-6.672051;5.985604;-2.328604;-1.6684865;CODE
then find the protocol provider service;3.8925412;-0.8705324;5.6807103;8.173418;-4.672614;-0.95555776;-
in case we found any retrieve the root groups for all protocol;-5.7853994;-2.0675125;11.882055;2.0920877;1.1142217;-0.29085478;CODE
providers and create the meta contact list;-2.9719236;-6.849948;7.068041;9.873557;2.9572253;-0.7502586;IRRE
top listening to all currently installed providers;-3.5103385;-9.54944;9.415974;3.6313803;3.2167997;-3.459689;-
check if a non persistent presence operation set exists;-2.6570346;-0.7840003;2.4192107;3.2618222;3.6736236;-1.4764556;IRRE
find the parent group in the corresponding protocol;1.0805666;-0.91764367;6.417734;7.6405525;1.1002233;7.951993;CODE
we already have at least one group corresponding to the meta group;-0.18928249;9.218213;3.0961795;-1.5787061;-2.1718893;1.3409852;CODE
we don t have a proto group here obtain a ref to the parent;-0.4233632;9.223826;7.181408;-3.9384022;-2.5945349;-1.7590762;CODE
proto group which may be created along the way and create it;-4.1947637;-5.6346736;11.599798;0.5202829;1.8333865;2.5815182;IRRE
if persistent presence is not supported just bail;-1.8990299;6.9376216;-3.2290199;-3.0027065;1.5032777;-4.994272;-
we should have verified this earlier anyway;1.7367641;7.680971;5.0064044;-8.182483;1.345006;-4.050476;CODE
special treatment for the root group stop the recursion;-4.171535;1.645622;3.358804;2.3087735;3.7707365;3.298856;CODE
create the proto group;8.181514;-2.3022842;-0.6494732;8.948175;-3.4490533;4.718547;IRRE
create the group;13.130196;4.254919;-3.396605;7.0679474;-4.559076;6.0803175;IRRE
wait for a confirmation event;7.3224072;6.6248198;-2.2948318;-1.5168307;-1.2068099;-1.2734075;CODE
whatever happens we need to remove the event collector;1.1987209;14.220711;-2.6343782;-0.8304812;-4.045089;-2.977642;TASK
and the ignore filter;5.6038003;-2.5806317;1.2213814;4.761985;1.5717689;3.5110104;-
th went wrong;13.739331;6.511414;-4.5535307;-10.794854;5.0971217;3.1483207;META
now add the proto group to the meta group;2.8424246;10.892744;-2.0815802;7.750243;-5.4840155;5.814023;TASK
don t fire a proto cont added event we ll;-2.4008193;2.8040075;5.885157;-6.128193;-1.8169693;-3.9629662;TASK
fire our own event here;4.924188;3.649473;4.2606397;-2.7469835;-2.0750785;-5.8149734;-
make sure that parent does not already contain a subgroup called;-0.52911735;12.939456;-2.6367157;-2.7572758;1.8676766;-2.6172464;CODE
groupname;12.86072;-9.49797;-3.2628415;-0.8774983;-2.6771026;2.1022732;-
we only have to create the meta contact group here;-3.1778936;5.3773966;5.7162914;-0.087488264;-3.3469424;0.2506329;IRRE
we don t care about protocol specific groups;1.4760039;6.5545187;2.9079297;-6.668705;-2.6102433;-7.7276344;CODE
fire the event;17.286266;8.021707;-8.395262;7.2705965;-4.417634;4.307292;-
get a persistent presence operation set;-1.1958237;-10.435234;8.528939;6.4173594;1.647597;-0.5254468;IRRE
