clean_comment;v1;v2;v3;v4;v5;v6;label
activate kivy modules;-5.3668942;-3.3474348;0.21882129;0.9018903;-2.8610876;2.3774424;CODE
search all kivy module;-3.0789042;-3.2064705;-0.03484241;1.0757444;-1.4472448;0.3507849;CODE
extract packages from modules;-0.9677547;-3.289519;-0.61001265;-0.28870672;1.5417024;0.29606837;CODE
create index;0.9473103;1.719702;2.7898324;-3.8625546;3.1620257;-1.5576147;IRRE
create index for all packages;0.42468214;-0.644089;-0.25255013;-1.7459781;2.9896443;1.0329677;IRRE
note on displaying inherited members;-4.7093325;-0.016017457;2.065133;-0.48858786;5.2031984;0.971117;TASK
adding the directive inherited members to automodule achieves this;-5.4260244;0.8350352;-0.761247;2.1126883;1.4275038;5.8927913;CODE
but is not always desired please see;-3.1781938;0.49617627;4.9757605;0.72484225;-0.545594;1.9459513;META
https github com kivy kivy pull 3870;-4.6417637;-4.6522803;0.16746219;-0.35258543;-3.4980795;-1.4548682;CODE
template examples ref ref jump directly to examples;-3.6492274;0.22440168;0.44916138;3.3077836;0.8270912;2.8219323;-
don t take empty line;-2.4757707;4.412761;1.61329;-1.8098187;-1.205579;-2.8530345;CODE
ref mark;-3.7982862;1.3835857;4.148634;1.5625167;0.65060985;-1.0986552;-
search packages;-1.9312286;-5.1413455;0.9296406;1.2954239;1.4770172;-2.0430427;-
search modules;-1.8834713;-3.8964512;0.8171491;1.3481095;1.9733808;-0.95668983;CODE
create index for all module;-0.6072824;1.2363471;-0.04833729;-2.2626896;1.5199587;1.3638939;CODE
search examples;0.12841892;-4.1551776;3.5666766;1.3998146;3.4468496;-3.340321;-
try to found any example in framework directory;-6.9591856;-4.2311788;-0.42132035;0.14140499;-1.614;1.2699705;CODE
extract filename without directory;-1.6507536;-0.08028903;1.9268813;-0.26920187;-0.21644059;-0.115625486;-
add a section;-4.4164243;-1.1918747;6.701803;-0.24613966;2.39878;1.0449177;TASK
put the file in;-5.5889997;-2.1908772;3.046985;-1.535781;-1.508692;-1.3970003;-
generation finished;-3.5141425;-1.3629278;3.6136327;2.2562566;0.57064515;-2.9898782;TASK
coding utf 8;-2.259702;-0.29598805;0.812569;-3.4921534;-0.7222944;-2.870605;-
kivy documentation build configuration file created by;-5.57053;-4.879302;-0.6783408;1.0963067;-2.5698874;0.81087965;IRRE
sphinx quickstart on wed jan 21 22 37 12 2009;-4.3952036;-3.7221859;-0.05891282;1.422646;-0.36510557;-0.3982554;-
this file is execfile d with the current directory set to its containing;-4.9612036;-0.14045793;0.4323286;-1.3912196;0.18530786;-0.46917725;IRRE
dir;-4.2818923;-1.8943379;5.443149;0.14097983;1.2263892;-2.9519448;-
the contents of this file are pickled so don t put values in the namespace;-4.4768753;0.47563073;-2.9701207;-1.7683398;-0.9707647;0.4966394;CODE
that aren t pickleable module imports are okay they re removed;-5.389686;-2.8492172;-3.1418757;0.8709286;0.24893564;1.2391471;CODE
automatically;-2.2970617;-3.8250043;7.040182;4.705111;1.9133338;-0.72195166;IRRE
all configuration values have a default value values that are commented out;-3.2640662;3.2663457;-1.7298008;0.22941226;-0.60950416;2.4009285;IRRE
serve to show the default value;-4.70848;4.64199;2.972512;1.2437246;-0.13082379;2.4986386;IRRE
if your extensions are in another directory add it here if the directory;-6.695442;-0.8333636;0.82858115;-0.41198504;-1.0354707;2.3236432;TASK
is relative to the documentation root use os path abspath to make it;-6.846311;-3.8536847;-1.1764064;0.57921505;-0.8715704;1.742568;CODE
absolute like shown here;-0.4831996;0.46452823;5.54197;-1.4618489;-1.4760778;-0.021415636;-
general configuration;-1.6665144;-1.8953097;4.9528403;-0.7313499;3.1215398;2.6917934;-
add any sphinx extension module names here as strings they can be;-5.6855083;-1.3969464;-3.0940416;-0.3708499;1.3559302;2.1287222;CODE
extensions coming with sphinx named sphinx ext or your custom ones;-6.0428095;-2.9165895;-1.7922026;0.28836215;0.71328247;2.3521852;-
in 4 0 and above has been added the support to substitute by s in the caption;-4.0344152;-0.07148679;0.07688027;-1.500205;0.18807387;1.1378602;TASK
in 6 0 if the caption is a string it must contain s exactly once;-1.9363568;3.6646817;-0.07215024;-2.6480594;1.0981492;-3.2956953;CODE
repo extlink caption s;-5.156887;-2.817365;0.45519403;0.94223434;-0.89219695;2.7856655;-
repo extlink caption;-5.5231457;-2.1803336;0.51872593;1.0719552;-1.3085665;3.2626765;-
todo configuration;-4.9110985;0.19103625;4.172806;2.0846205;0.36527392;1.6994582;TASK
xxx hack mathieu monkey patch the autodoc module to give a better priority;-4.229191;-2.1715872;-1.7126116;3.1162193;-0.9851928;0.8595186;CODE
for classdocumenter or the cython class will be documented as attributeclass;-4.5213737;-5.3108487;-2.6837394;1.3625759;3.6729555;1.0421644;CODE
add any paths that contain templates here relative to this directory;-2.8526237;-0.7756221;1.2785109;-0.37860417;1.0185225;2.385932;CODE
the suffix of source filenames;-3.4956007;-3.615554;-1.516908;-0.2901678;1.8410093;1.1498793;CODE
the master toctree document;-3.6820295;-5.8695035;0.5764255;1.1128042;2.8388803;0.09762363;CODE
general substitutions;-2.0847433;-0.11239358;3.2116253;-0.21102679;1.3495169;-1.5162184;-
the default replacements for version and release also used in various;-4.813822;-4.647839;0.24248907;2.0176764;1.9003859;1.8216455;CODE
other places throughout the built documents;-4.955497;-4.0100875;3.258961;0.69555414;5.433813;1.4717444;CODE
there are two options for replacing today either you set today to some;-4.4408827;0.47666615;1.9736682;1.6618247;-1.4712563;1.3690233;CODE
non false value then it is used;-1.9278315;6.877767;-0.6251047;0.2014954;1.0674958;-5.4338937;IRRE
today;-3.8903816;-2.2541597;5.503705;1.0546299;-0.34318042;-1.2506064;-
else today fmt is used as the format for a strftime call;-4.163191;-0.337088;-0.8317748;0.37311697;0.32002407;-0.32606488;IRRE
suppress exclusion warnings;-1.4567865;4.9604087;-2.5399182;4.4081388;0.60930276;-1.1757712;-
the rest default role used for this markup text to use for all documents;-6.963354;-2.8729227;1.5179492;0.16019839;1.7637701;2.7833004;CODE
default role none;-6.7737517;0.58125097;-0.38524544;-0.91764396;-1.8721962;0.9601222;CODE
if true will be appended to func etc cross reference text;-3.0234392;3.9349806;-0.3798046;3.5039823;2.231236;-2.854845;CODE
add function parentheses true;-3.70908;2.5333688;0.79642147;-0.0007021395;0.69493544;-2.1100404;TASK
if true the current module name will be prepended to all description;-5.7625747;0.91821414;-0.9203459;3.2490382;2.4089832;2.312538;CODE
unit titles such as function;-1.8826323;-1.1285205;2.9309309;-0.67404896;4.142305;-0.4230408;CODE
add module names true;-5.7788076;-0.38980773;-1.4111986;0.6478277;0.5100571;0.051174298;TASK
if true sectionauthor and moduleauthor directives will be shown in the;-5.7278366;-1.2794098;-1.1175059;0.6747716;-0.45736352;2.076527;META
output they are ignored by default;-1.6826385;4.1260333;-1.967709;-0.040238615;-2.7251017;-0.50741875;IRRE
show authors false;-1.0726886;1.2062253;-1.7555493;1.1189109;-0.90513533;-3.6091504;META
the name of the pygments syntax highlighting style to use;-4.293606;-4.3571095;-0.9378605;-1.8235326;-0.3931547;0.5665542;CODE
options for html output;-2.103958;-1.6871557;3.9995558;-0.3469148;0.12951207;0.301062;IRRE
the style sheet to use for html and html help pages a file of that name;-5.0295362;-3.2969701;1.4198383;-1.1295073;1.4135574;1.0544412;CODE
must exist either in sphinx static path or in one of the custom paths;-6.475151;-0.32997727;-2.695649;-0.023045775;0.5040545;2.2343073;CODE
given in html static path;-4.930094;-0.3470327;3.6663682;-0.46678138;0.84224325;0.5016223;CODE
check for theme remove if when switched to rtd;-4.120596;2.2837365;0.30704632;2.0921245;-0.08828994;2.3969722;CODE
the name for this set of sphinx documents if none it defaults to;-4.8452806;-1.2810842;-0.16310202;0.81097585;3.1778915;1.8357023;CODE
project v release documentation;-5.1252556;-6.5939956;-0.71911734;1.599466;0.26715338;0.018383637;CODE
html title none;-6.9493237;0.3297406;0.9405743;-0.2949359;-1.5806875;-1.5854825;-
a shorter title for the navigation bar default is the same as html title;-4.9117556;-1.1420512;1.1637268;0.35273474;-0.0108044995;2.4887555;CODE
html short title none;-6.0126605;0.49723396;0.8293653;0.14079161;-1.2020118;-1.5799385;-
the name of an image file within the static path to place at the top of;-4.1167693;-0.52910197;3.9821901;-1.7434344;-0.8545702;3.6767082;CODE
the sidebar;-4.1154246;-4.7110457;7.1309614;-0.9098669;-1.1512374;-0.583155;IRRE
the name of an image file within the static path to use as favicon of the;-3.7721124;-1.0641137;2.4746397;-1.624857;-0.7352832;3.7811909;CODE
docs this file should be a windows icon file ico being 16x16 or 32x32;-4.9541354;-1.6981038;-1.3921285;-4.2825117;0.0662233;3.3182108;CODE
pixels large;-0.2168085;-0.19993682;3.4460833;-3.6162596;-2.8632224;1.9278531;-
html favicon none;-4.8601146;0.054795306;1.5173441;-1.3250257;-3.508683;1.7623168;-
add any paths that contain custom static files such as style sheets here;-2.7412045;-1.6984082;0.69596213;-0.6475392;1.2742815;3.5764132;TASK
relative to this directory they are copied after the builtin static files;-4.098321;-1.8378862;0.20292112;-0.3266008;-0.99920005;2.1655002;CODE
so a file named default css will overwrite the builtin default css;-4.867566;-0.06870737;-0.3100391;0.5236358;-0.2800345;3.5906715;CODE
if not a last updated on timestamp is inserted at every page bottom;-3.380057;2.6072443;2.4290144;2.8160796;-2.1691465;2.4662707;CODE
using the given strftime format;-2.488044;0.19074644;-1.1781349;-1.4962364;-1.2541511;-0.8357097;CODE
if true smartypants will be used to convert quotes and dashes to;-1.6201993;0.4646741;-2.0583513;0.28860337;1.9917585;-3.298613;OUTD
typographically correct entities;-3.1627734;0.6653861;-0.6478671;2.030628;3.3413355;-1.8596458;IRRE
html use smartypants true;-4.818183;-0.7134939;-0.3429455;2.152146;0.7630237;0.8657575;-
custom sidebar templates maps document names to template names;-3.412569;-1.7360795;0.35863417;-1.4760963;2.0999503;3.4815526;IRRE
html sidebars;-3.13452;-3.2089121;4.8983374;-2.8209512;-0.085925244;1.4437124;IRRE
additional templates that should be rendered to pages maps page names to;-3.0131454;-1.1686357;1.2176815;-0.24789006;2.9469469;3.8362076;TASK
template names;-4.1525016;-2.8298311;2.2120767;-1.4921225;4.0623903;1.102052;-
html additional pages;-3.935382;-1.7367023;4.864411;-0.72439694;2.3089595;2.8390627;TASK
if false no module index is generated;-3.1675184;4.9843183;-3.7643316;2.307938;0.32542804;-0.87721264;CODE
html use modindex true;-3.532082;2.302854;1.0383239;0.18057248;-0.028106738;1.5365434;-
if false no index is generated;0.39303786;7.091204;-1.9115977;1.5683416;1.3675897;-3.015084;-
html use index true;-3.595222;2.1236522;2.4619625;1.012533;-0.542303;1.031466;-
if true the index is split into individual pages for each letter;-0.087239206;2.9804232;1.2558324;-0.5887486;3.8742518;-0.63464457;CODE
html split index false;-2.4282398;3.416298;0.73216456;-1.0301149;-1.0371392;0.4317811;-
if true the rest sources are included in the html build as sources name;-5.883049;-2.8492873;-1.0635096;2.5216703;0.25037634;2.5752723;CODE
html copy source true;-4.368434;-0.9494259;0.064278446;1.3676702;-1.7178903;0.9911084;-
if true an opensearch description file will be output and all pages will;-3.0695522;-1.2580266;-1.2844832;2.9611807;0.2864455;0.9312004;CODE
contain a link tag referring to it the value of this option must be the;-5.455162;1.0130816;1.7377074;0.8511398;1.8736529;1.8221148;TASK
base url from which the finished html is served;-5.415811;-0.27632585;5.6719785;0.42478263;0.12980822;2.660977;TASK
html use opensearch;-3.9420555;-3.6845467;0.3021387;1.690645;-1.1141138;0.47765982;CODE
if nonempty this is the file name suffix for html files e g xhtml;-6.1274166;-1.1160071;-0.29491523;-1.0881088;0.5384132;0.94837815;CODE
html file suffix;-3.9564006;-1.7042165;1.4910685;-1.3157401;0.8793558;1.1045588;-
output file base name for html help builder;-4.9878926;-1.440643;1.4644278;-0.1134215;0.63345915;1.0862094;IRRE
options for latex output;-0.77418786;-2.2475128;3.2142375;-1.305479;1.1200869;-0.6471188;IRRE
the paper size letter or a4;-2.231188;-0.21892355;1.9646636;-2.6766465;1.2792828;-1.2685877;CODE
latex paper size letter;-2.2266185;0.41976997;2.0221777;-4.106744;1.1973165;-0.3088318;CODE
the font size 10pt 11pt or 12pt;-1.6750573;-1.8809988;2.1688702;-2.4704711;-1.3557582;0.9013865;-
latex font size 10pt;-1.3745627;-0.08498525;1.6189244;-2.7129822;-1.7448955;1.492932;-
grouping the document tree into latex files list of tuples;2.3023336;-3.2386596;1.6762784;-1.7814533;2.390899;-0.30725157;CODE
source start file target name title author document class manual;-4.8220415;-4.4664035;-2.3880947;1.0447123;1.3501847;0.7529254;CODE
the name of an image file relative to this directory to place at the top of;-3.2403562;-1.0557871;4.64193;-2.400165;-0.27819473;3.0401764;CODE
the title page;-5.557601;-5.0801597;6.191794;-0.4119689;0.5428871;-1.3154346;-
latex logo none;-4.6795306;1.0058596;1.4209571;-1.7388471;-1.7230723;-0.6875967;-
for manual documents if this is true then toplevel headings are parts;-4.174113;-2.4654324;0.16238014;1.2022654;4.7083106;1.2685717;CODE
not chapters;-3.0543485;-3.0068347;4.246442;1.6989915;1.0943677;-1.1838619;-
deprecated later use parts true;-5.83426;-0.47036827;-1.6365994;4.59195;2.1632147;0.9559432;OUTD
see sphinx builder latex validate config values;-3.5386868;1.1091791;-3.6445515;0.66262543;2.2126205;0.83842444;IRRE
additional stuff for the latex preamble;-4.0489483;-5.061996;2.841277;0.6048962;3.489292;1.0690844;TASK
latex preamble;-4.517231;-2.7110853;2.4132338;0.54277045;1.827817;-0.31383896;-
documents to append as an appendix to all manuals;-4.516932;-2.821942;1.8482372;2.1152828;2.3311944;2.5015357;CODE
latex appendices;-4.149909;-0.12736826;2.8013353;-2.003273;1.6174774;1.6572853;CODE
if false no module index is generated;-3.1675184;4.9843183;-3.7643316;2.307938;0.32542804;-0.87721264;CODE
latex use modindex true;-3.1217325;2.5694668;-0.5273679;-0.3194798;0.65521413;0.8328125;-
if used in a code block the block has to be marked with;-5.9476967;3.663273;-1.9046005;1.0803437;1.8077464;-0.9645643;-
parse literal otherwise it won t be replaced;-3.0711572;3.5977442;-1.6926366;0.45468795;0.9602674;-2.435708;IRRE
doesn t work for code or code block;-7.348304;1.485216;-0.2884429;-0.60780007;-1.498653;-3.3388574;CODE
coding utf 8;-2.2597027;-0.29598817;0.8125681;-3.4921541;-0.7222952;-2.8706045;-
add inheritance info if wanted;-4.85656;-0.7456187;1.9107051;0.10677314;5.387723;0.91756314;TASK
kivy pygments style based on flask tango style;-2.4307494;-2.9185045;-0.25571066;-2.917453;-3.6877897;2.0237646;CODE
the background color is set in kivystyle sty;-4.6240783;-3.3547342;2.8501031;-1.2876577;-2.3957136;2.0277512;IRRE
no corresponding class for the following;-2.5372412;0.99017274;-1.4770709;-2.3371007;3.9594057;-2.2499042;CODE
text class;-1.8484664;-3.30638;3.6516757;0.12770832;4.058162;-4.130752;IRRE
whitespace underline ffffff class w;-1.8374987;0.24998765;-0.83292943;-2.2399902;-0.36600783;0.31891873;IRRE
error ff0000 border ff0000 class err;-4.6943636;0.50926584;-2.2828019;-4.3165727;-1.5598915;-0.8068855;IRRE
other ff0000 class x;-2.385283;-2.3464224;-0.6154257;-2.0506644;3.6976829;-0.9808288;IRRE
comment italic 666385 class c;-5.1551595;-1.6577432;-1.4711024;-0.9932388;1.394964;-2.29258;IRRE
comment preproc noitalic class cp;-5.108899;1.0963951;-1.3763653;0.10311517;2.1568298;-1.1871436;IRRE
keyword bold 000000 class k;-2.899165;-2.353589;-3.638393;-1.7349867;3.7479298;-2.0160298;IRRE
keyword constant bold 000000 class kc;-2.5394654;-1.7669071;-4.9420505;-1.3625946;1.4998107;-1.5562402;CODE
keyword declaration bold 000000 class kd;-4.872573;-2.1808038;-5.5588303;-2.07606;4.9491224;-0.95926034;IRRE
keyword namespace bold 000000 class kn;-4.618058;-3.0072017;-4.6515975;-1.7543334;2.946386;-0.3276356;IRRE
keyword pseudo bold 000000 class kp;-2.4787543;-1.8378363;-4.8386364;-2.6506286;3.7779768;-0.14972727;CODE
keyword reserved bold 000000 class kr;-5.61106;-1.5774199;-5.9948287;-1.1692526;2.5042257;-0.22226451;IRRE
keyword type bold 000000 class kt;-3.033373;-2.1636384;-4.4635143;-1.106041;3.1673815;-1.0489184;IRRE
operator 582800 class o;-1.469907;-0.28317228;-3.1538887;-2.7168956;2.1789572;-3.0776234;IRRE
operator word bold 000000 class ow like keywords;-2.5368936;-1.1111672;-2.3321128;-1.738808;4.8935847;-1.2907456;IRRE
punctuation bold 000000 class p;-4.0830765;0.533991;-2.4650204;-0.94171715;2.884444;-1.744001;IRRE
because special names such as name class name function etc;-4.993439;-3.4266117;-2.8106313;0.2049985;3.1875203;0.5724752;CODE
are not recognized as such later in the parsing we choose them;-2.559535;-1.8288808;-3.1832726;1.5263866;4.287773;-1.4470218;CODE
to look the same as ordinary variables;1.4705883;0.4666463;3.318799;-2.8491142;-0.25992444;-0.12401174;IRRE
name 000000 class n;-2.134369;-2.466637;-0.6145282;-1.9342564;5.0768967;-4.4702954;IRRE
name attribute c4a000 class na to be revised;-1.5688767;-0.16095282;-2.7993438;-0.3622593;3.0245404;0.7810699;IRRE
name builtin 000000 class nb;-4.548651;-3.1097467;-2.7882576;-2.2866576;4.3920484;-2.060182;IRRE
name builtin pseudo aa1105 class bp;-4.627964;-1.8329612;-2.0032847;-2.8769708;5.016338;-1.3908066;CODE
name class db6500 class nc to be revised;-1.70372;-1.5687646;-4.2401047;-0.27276838;4.669166;-1.4219496;IRRE
name constant 000000 class no to be revised;-4.06879;0.10125401;-5.555875;0.5614034;3.7130797;-2.0118332;CODE
name decorator 888 class nd to be revised;-4.776733;-2.5384748;-2.3161614;0.5733215;4.9349337;0.73468935;CODE
name entity ce5c00 class ni;-3.3530867;-1.9970942;-2.5433123;-1.6052718;4.3163815;-1.3273174;IRRE
name exception bold cc0000 class ne;-5.629317;1.4938352;-5.8027067;-0.39773977;3.2234094;-2.117771;CODE
name function db6500 class nf;-2.6353567;-1.1690098;-4.2121696;-2.0851028;3.6482537;-1.5880567;CODE
name property 000000 class py;-4.5594506;-0.65762115;-3.29892;-1.1885905;1.0608058;-1.1639446;IRRE
name label f57900 class nl;-2.938137;-1.8693945;-1.8837434;-1.7359506;4.089223;-0.64516324;IRRE
name namespace 000000 class nn to be revised;-3.6368597;-2.7464116;-3.2756264;-0.453021;4.385762;0.3695128;IRRE
name other 000000 class nx;-2.861942;-2.5017483;-1.1505483;-2.6652136;6.0818334;-1.545139;IRRE
name tag bold 004461 class nt like a keyword;-3.8623986;-2.8988042;-1.5591748;-1.6412086;6.608468;-1.4895004;IRRE
name variable 000000 class nv to be revised;-1.9222016;-0.32891682;-3.99558;-1.3917058;4.500105;-1.0490841;IRRE
name variable class 000000 class vc to be revised;-2.3665752;-1.1542686;-3.6385243;0.26235932;4.0821066;-0.4819687;IRRE
name variable global 000000 class vg to be revised;-2.5049074;0.45638356;-3.2598464;-0.30592215;3.240073;0.63407296;IRRE
name variable instance 000000 class vi to be revised;-3.0649617;0.68730146;-2.9466326;0.28562862;2.9717276;-0.45555854;IRRE
number 990000 class m;-0.046732996;-0.73706526;-0.86101705;-1.8232347;3.4745402;-4.245004;IRRE
literal 000000 class l;-2.025212;0.55377835;-2.592584;-2.5183482;3.1558855;-3.5938678;IRRE
literal date 000000 class ld;-3.4372985;-0.63846403;-4.152238;-0.64852875;2.0456378;-2.366261;IRRE
string 74171b class s;-2.8887715;0.5301603;-2.0558975;-2.315493;3.7545488;-5.0535808;CODE
string backtick 4e9a06 class sb;-4.1988535;1.3064884;-2.0539906;-2.6207843;2.3051114;-1.9012446;CODE
string char 4e9a06 class sc;-3.5121362;-0.22624029;-2.2358074;-2.6140532;1.8072457;-3.1714532;CODE
string doc italic 640000 class sd like a comment;-4.473918;-2.0907233;-2.9068663;-1.1832572;1.6502202;-0.94185776;CODE
string double 74171b class s2;-2.4224784;1.0635625;-2.8081882;-2.4275665;2.7178643;-3.8366723;CODE
string escape 74171b class se;-5.8684654;0.70064265;-3.4148982;-1.500849;2.1168272;-2.634458;CODE
string heredoc 74171b class sh;-4.371483;0.13527662;-2.550791;-0.9831305;0.4974362;-4.0843167;CODE
string interpol 74171b class si;0.027060134;1.7080284;-3.2964675;-4.169749;1.4441922;-2.2611794;CODE
