"TASK"	"IRRE"	"OUTD"	"META"	"CODE"	"COMMENT_SMELL"
0	0	0	0	0	"if result[\"image\"][\"url\"]: cntr += 1"
0	0	0	0	0	"print('Uploaded %d images for language: %s , image type: %s'%(cntr, l, t))"
0	0	0	0	0	"# Comitting changes"
0	0	0	0	0	"commit_request = service.edits().commit("
0	0	0	0	0	"editId=edit_id, packageName=PACKAGE).execute()"
0	0	0	0	0	"print 'Edit \"%s\" has been committed' % (commit_request['id'])"
0	0	0	0	0	"def listImages(service, edit_id):"
0	0	0	0	0	"images_result = service.edits().images().list("
0	0	0	0	0	"editId=edit_id, packageName=PACKAGE, language='en-us',"
0	0	0	0	0	"imageType='phoneScreenshots').execute()"
0	0	0	0	0	"for image in images_result['images']:"
0	0	0	0	0	"print 'url: %s, sha1: %s, id %s' % ("
0	0	0	0	0	"image['url'], image['sha1'], image['id'])"
0	0	0	0	0	"def listApks(service, edit_id):"
0	0	0	0	0	"apks_result = service.edits().apks().list("
0	0	0	0	0	"editId=edit_id, packageName=PACKAGE).execute()"
0	0	0	0	0	"for apk in apks_result['apks']:"
0	0	0	0	0	"print 'versionCode: %s, binary.sha1: %s' % ("
0	0	0	0	0	"apk['versionCode'], apk['binary']['sha1'])"
0	0	0	0	0	"def main():"
0	0	0	0	0	"# Load the key in PKCS 12 format that you downloaded from the Google APIs"
0	0	0	0	0	"# Console when you created your Service account."
0	0	0	0	0	"key_path = os.path.join(expanduser(\"~\"), \"src\", \"583631bdd16d.p12\")"
0	0	0	0	0	"f = file(key_path, 'rb')"
0	0	0	0	0	"key = f.read()"
0	0	0	0	0	"f.close()"
0	0	0	0	0	"# Create an httplib2.Http object to handle our HTTP requests and authorize it"
0	0	0	0	0	"# with the Credentials. Note that the first parameter, service_account_name,"
0	0	0	0	0	"# is the Email address created for the Service account. It must be the email"
0	0	0	0	0	"# address associated with the key that was created."
0	0	0	0	0	"credentials = client.SignedJwtAssertionCredentials("
0	0	0	0	0	"SERVICE_ACCOUNT_EMAIL,"
0	0	0	0	0	"key,"
0	0	0	0	0	"scope='https://www.googleapis.com/auth/androidpublisher')"
0	0	0	0	0	"http = httplib2.Http()"
0	0	0	0	0	"http = credentials.authorize(http)"
0	0	0	0	0	"service = build('androidpublisher', 'v2', http=http)"
0	0	0	0	0	"edit_request = service.edits().insert(body={}, packageName=PACKAGE)"
0	0	0	0	0	"result = edit_request.execute()"
0	0	0	0	0	"edit_id = result['id']"
0	0	0	0	0	"# Process flags and read their values."
0	0	0	0	0	"flags = argparser.parse_args()"
0	0	0	0	0	"task = flags.task"
0	0	0	0	0	"try:"
0	0	0	0	0	"if task == 'uploadImages':"
0	0	0	0	0	"# Upload screenshots"
0	0	0	0	0	"uploadImages(service, edit_id)"
0	0	0	0	0	"elif task == 'listImages':"
0	0	0	0	0	"# List all the images and their URLs."
0	0	0	0	0	"# This task can be used as a non-destructive test to check the API is working"
0	0	0	0	0	"listImages(service, edit_id)"
0	0	0	0	0	"elif task == 'listApks':"
0	0	0	0	0	"# List all the APKs and their hashes."
0	0	0	0	0	"# This task can be used as a non-destructive test to check the API is working"
0	0	0	0	0	"listApks(service, edit_id)"
0	0	0	0	0	"else:"
0	0	0	0	0	"raise ValueError('Unrecognized task name')"
0	0	0	0	0	"except client.AccessTokenRefreshError:"
0	0	0	0	0	"print ('The credentials have been revoked or expired, please re-run the '"
0	0	0	0	0	"'application to re-authorize')"
0	0	0	0	0	"if __name__ == '__main__':"
0	0	0	0	0	"main()"
0	0	0	0	1	"#!/usr/bin/env python"
0	0	0	0	0	"#"
0	1	0	0	0	"# Copyright 2006, 2007 Google Inc. All Rights Reserved."
0	0	0	1	0	"# Author: danderson@google.com (David Anderson)"
0	0	0	0	0	"#"
0	0	0	0	3	"# Script for uploading files to a Google Code project."
0	0	0	0	0	"#"
0	0	0	0	5	"# This is intended to be both a useful script for people who want to"
2	0	0	0	3	"# streamline project uploads and a reference implementation for"
0	0	0	0	1	"# uploading files to Google Code projects."
0	0	0	0	0	"#"
1	0	0	0	2	"# To upload a file to Google Code, you need to provide a path to the"
0	0	0	0	0	"# file on your local machine, a small summary of what the file is, a"
0	0	0	0	0	"# project name, and a valid account that is a member or owner of that"
0	0	0	0	0	"# project. You can optionally provide a list of labels that apply to"
0	0	0	0	2	"# the file. The file will be uploaded under the same name that it has"
0	0	0	0	1	"# in your local filesystem (that is, the \"basename\" or last path"
0	0	0	0	2	"# component). Run the script with '--help' to get the exact syntax"
0	0	0	0	0	"# and available options."
0	0	0	0	0	"#"
1	0	0	0	3	"# Note that the upload script requests that you enter your"
0	0	0	0	1	"# googlecode.com password. This is NOT your Gmail account password!"
0	0	0	0	2	"# This is the password you use on googlecode.com for committing to"
0	0	0	1	1	"# Subversion and uploading files. You can find your password by going"
0	1	0	0	1	"# to http://code.google.com/hosting/settings when logged in with your"
0	0	0	0	1	"# Gmail account. If you have already committed to your project's"
0	1	0	1	1	"# Subversion repository, the script will automatically retrieve your"
0	1	0	0	1	"# credentials from there (unless disabled, see the output of '--help'"
0	0	0	0	1	"# for details)."
0	0	0	0	0	"#"
1	0	0	0	4	"# If you are looking at this script as a reference for implementing"
0	0	0	0	2	"# your own Google Code file uploader, then you should take a look at"
0	0	0	0	3	"# the upload() function, which is the meat of the uploader. You"
1	1	0	0	2	"# basically need to build a multipart/form-data POST request with the"
0	0	0	0	2	"# right fields and send it to https://PROJECT.googlecode.com/files ."
0	0	0	0	2	"# Authenticate the request using HTTP Basic authentication, as is"
0	0	0	0	0	"# shown below."
0	0	0	0	0	"#"
0	0	0	0	0	"# Licensed under the terms of the Apache Software License 2.0:"
0	0	0	0	1	"# http://www.apache.org/licenses/LICENSE-2.0"
0	0	0	0	0	"#"
1	0	0	0	1	"# Questions, comments, feature requests and patches are most welcome."
0	1	0	0	0	"# Please direct all of these to the Google Code users group:"
0	0	0	0	1	"# http://groups.google.com/group/google-code-hosting"
0	0	0	0	0	"Args:"
0	0	0	0	0	"file: The local path to the file."
0	0	0	0	0	"project_name: The name of your project on Google Code."
0	0	0	0	0	"user_name: Your Google account name."
0	0	0	0	0	"password: The googlecode.com password for your account."
0	0	0	0	0	"Note that this is NOT your global Google Account password!"
0	0	0	0	0	"summary: A small description for the file."
0	0	0	0	0	"labels: an optional list of label strings with which to tag the file."
0	0	0	0	0	"Returns: a tuple:"
0	0	0	0	0	"http_status: 201 if the upload succeeded, something else if an"
0	0	0	0	0	"error occured."
0	0	0	0	0	"http_reason: The human-readable string associated with http_status"
0	0	0	0	0	"file_url: If the upload succeeded, the URL of the file on Google"
0	0	0	0	0	"Code, None otherwise."
0	0	0	0	0	"# The login is the user part of user@gmail.com. If the login provided"
0	0	0	0	5	"# is in the full user@domain form, strip it down."
0	0	0	0	0	"fields is a sequence of (name, value) pairs. file is the path of"
0	0	0	0	0	"the file to upload. The file will be uploaded to Google Code with"
0	0	0	0	0	"the same file name."
0	0	0	0	0	"Returns: (content_type, body) ready for httplib.HTTP instance"
1	0	0	0	1	"# Add the metadata about the upload first"
1	0	0	0	1	"# Now add the file itself"
1	1	0	0	1	"# The upload server determines the mime-type, no need to set it."
0	0	0	0	2	"# Finalize the form body"
0	0	0	0	0	"file_path, project_name, summary, and labels are passed as-is to upload."
0	0	0	0	0	"Args:"
0	0	0	0	0	"file_path: The local path to the file."
0	0	0	0	0	"project_name: The name of your project on Google Code."
0	0	0	0	0	"summary: A small description for the file."
0	0	0	0	0	"labels: an optional list of label strings with which to tag the file."
0	0	0	0	0	"config_dir: Path to Subversion configuration directory, 'none', or None."
0	0	0	0	0	"user_name: Your Google account name."
0	0	0	0	0	"tries: How many attempts to make."
0	0	0	0	4	"# Read username if not specified or loaded from svn config, or on"
0	0	0	0	0	"# subsequent tries."
0	0	0	0	3	"# Read password if not loaded from svn config, or on subsequent tries."
0	1	0	1	4	"# Returns 403 Forbidden instead of 401 Unauthorized for bad"
0	0	0	0	0	"# credentials as of 2007-07-17."
0	0	0	0	2	"# Rest for another try."
0	0	0	0	1	"# We're done."
0	0	0	0	3	"# force loading of kivy modules"
0	0	0	0	1	"# check for silenced build"
0	1	0	0	4	"# force loading of all classes from factory"
0	0	0	0	1	"# Directory of doc"
0	0	0	0	0	"# Check touch file"
1	0	0	0	2	"# avoid to rewrite the file if the content didn't change"
0	0	0	0	1	"# Activate Kivy modules"
0	0	0	0	1	"# Search all kivy module"
0	0	0	0	2	"# Extract packages from modules"
0	1	0	0	0	"# Create index"
0	1	0	0	1	"# Create index for all packages"
1	0	0	0	0	"# Note on displaying inherited members;"
1	0	0	0	2	"# Adding the directive ':inherited-members:' to automodule achieves this"
0	0	0	1	0	"# but is not always desired. Please see"
0	0	0	0	1	"# https://github.com/kivy/kivy/pull/3870"
0	0	0	0	0	"template_examples_ref = ('# :ref:`Jump directly to Examples'"
0	0	0	0	0	":param doc: the __doc__ field of a module"
0	0	0	0	0	":return: a doc string suitable for a header or empty string"
0	0	0	0	1	"# don't take empty line"
0	0	0	0	0	"# ref mark"
0	0	0	0	0	"# search packages"
0	0	0	0	1	"# search modules"
0	1	0	0	2	"# Create index for all module"
0	0	0	0	0	"# search examples"
0	0	0	0	1	"# try to found any example in framework directory"
0	0	0	0	0	"# extract filename without directory"
1	0	0	0	0	"# add a section !"
0	0	0	0	0	"# put the file in"
1	0	0	0	0	"# Generation finished"
0	0	0	0	0	"# -*- coding: utf-8 -*-"
0	0	0	0	0	"#"
0	1	0	1	1	"# Kivy documentation build configuration file, created by"
0	0	0	0	0	"# sphinx-quickstart on Wed Jan 21 22:37:12 2009."
0	0	0	0	0	"#"
0	1	0	0	1	"# This file is execfile()d with the current directory set to its containing"
0	0	0	0	0	"# dir."
0	0	0	0	0	"#"
0	2	0	0	3	"# The contents of this file are pickled, so don't put values in the namespace"
0	0	1	0	3	"# that aren't pickleable (module imports are okay, they're removed"
0	1	0	0	0	"# automatically)."
0	0	0	0	0	"#"
0	5	0	0	2	"# All configuration values have a default value; values that are commented out"
0	1	0	0	1	"# serve to show the default value."
1	0	0	0	0	"# If your extensions are in another directory, add it here. If the directory"
0	0	0	0	1	"# is relative to the documentation root, use os.path.abspath to make it"
0	0	0	0	0	"# absolute, like shown here."
0	0	0	0	0	"# General configuration"
0	0	0	0	0	"# ---------------------"
1	0	0	0	2	"# Add any Sphinx extension module names here, as strings. They can be"
0	0	0	0	0	"# extensions coming with Sphinx (named 'sphinx.ext.*') or your custom ones."
1	0	0	0	1	"# In 4.0 and above has been added the support to substitute by ‘%s’ in the caption."
0	0	0	0	1	"# In 6.0 if the caption is a string, it must contain %s exactly once."
0	0	0	0	0	"repo_extlink_caption = '#%s'"
0	0	0	0	0	"repo_extlink_caption = '#'"
1	0	0	0	1	"# Todo configuration"
1	0	0	0	3	"# XXX HACK mathieu: monkey patch the autodoc module, to give a better priority"
0	3	0	1	6	"# for ClassDocumenter, or the cython class will be documented as AttributeClass"
1	0	0	0	2	"# Add any paths that contain templates here, relative to this directory."
0	0	0	0	1	"# The suffix of source filenames."
0	0	0	0	1	"# The master toctree document."
0	0	0	0	0	"# General substitutions."
0	0	0	1	3	"# The default replacements for |version| and |release|, also used in various"
0	0	0	0	1	"# other places throughout the built documents."
0	0	0	0	0	"#"
0	1	0	0	2	"# There are two options for replacing |today|: either, you set today to some"
0	1	0	0	0	"# non-false value, then it is used:"
0	0	0	0	0	"# today = ''"
0	2	0	0	2	"# Else, today_fmt is used as the format for a strftime call."
0	0	0	0	0	"# suppress exclusion warnings"
0	0	0	0	6	"# The reST default role (used for this markup: `text`) to use for all documents"
0	0	0	0	1	"# default_role = None"
0	0	0	0	3	"# If true, '()' will be appended to :func: etc. cross-reference text."
1	0	0	0	1	"# add_function_parentheses = True"
0	0	0	1	3	"# If true, the current module name will be prepended to all description"
0	0	0	0	1	"# unit titles (such as .. function::)."
1	0	0	0	1	"# add_module_names = True"
0	1	0	2	2	"# If true, sectionauthor and moduleauthor directives will be shown in the"
0	1	0	0	1	"# output. They are ignored by default."
0	0	0	1	0	"# show_authors = False"
0	0	0	0	1	"# The name of the Pygments (syntax highlighting) style to use."
0	1	0	0	1	"# Options for HTML output"
0	0	0	0	0	"# -----------------------"
0	0	0	0	1	"# The style sheet to use for HTML and HTML Help pages. A file of that name"
0	0	0	0	1	"# must exist either in Sphinx' static/ path, or in one of the custom paths"
0	0	0	0	1	"# given in html_static_path."
0	0	0	0	2	"# Check for theme (remove 'if' when switched to RTD)"
0	1	0	0	4	"# The name for this set of Sphinx documents. If None, it defaults to"
0	0	0	0	1	"# \"<project> v<release> documentation\"."
0	0	0	0	0	"# html_title = None"
0	1	0	0	2	"# A shorter title for the navigation bar. Default is the same as html_title."
0	0	0	0	0	"# html_short_title = None"
0	0	0	0	2	"# The name of an image file (within the static path) to place at the top of"
0	1	0	0	0	"# the sidebar."
0	0	0	0	2	"# The name of an image file (within the static path) to use as favicon of the"
0	0	0	0	3	"# docs. This file should be a Windows icon file (.ico) being 16x16 or 32x32"
0	0	0	0	0	"# pixels large."
0	0	0	0	0	"# html_favicon = None"
1	0	0	0	1	"# Add any paths that contain custom static files (such as style sheets) here,"
0	0	0	0	2	"# relative to this directory. They are copied after the builtin static files,"
1	0	0	0	3	"# so a file named \"default.css\" will overwrite the builtin \"default.css\"."
0	0	0	0	3	"# If not '', a 'Last updated on:' timestamp is inserted at every page bottom,"
0	0	0	0	1	"# using the given strftime format."
0	0	1	0	0	"# If true, SmartyPants will be used to convert quotes and dashes to"
0	1	0	0	0	"# typographically correct entities."
0	0	0	0	0	"# html_use_smartypants = True"
0	1	0	0	1	"# Custom sidebar templates, maps document names to template names."
0	1	0	0	0	"# html_sidebars = {}"
1	1	0	0	1	"# Additional templates that should be rendered to pages, maps page names to"
0	0	0	0	0	"# template names."
1	0	0	0	0	"# html_additional_pages = {}"
0	0	0	0	1	"# If false, no module index is generated."
0	0	0	0	0	"# html_use_modindex = True"
0	0	0	0	0	"# If false, no index is generated."
0	0	0	0	0	"# html_use_index = True"
0	0	0	0	4	"# If true, the index is split into individual pages for each letter."
0	0	0	0	0	"# html_split_index = False"
0	0	0	0	3	"# If true, the reST sources are included in the HTML build as _sources/<name>."
0	0	0	0	0	"# html_copy_source = True"
0	1	0	1	2	"# If true, an OpenSearch description file will be output, and all pages will"
1	1	0	0	1	"# contain a <link> tag referring to it. The value of this option must be the"
1	0	0	0	1	"# base URL from which the finished HTML is served."
0	0	0	0	1	"# html_use_opensearch = ''"
0	0	0	0	2	"# If nonempty, this is the file name suffix for HTML files (e.g. \".xhtml\")."
0	0	0	0	0	"# html_file_suffix = ''"
0	1	0	0	1	"# Output file base name for HTML help builder."
0	1	0	0	1	"# Options for LaTeX output"
0	0	0	0	0	"# ------------------------"
0	0	0	0	1	"# The paper size ('letter' or 'a4')."
0	0	0	0	1	"# latex_paper_size = 'letter'"
0	0	0	0	0	"# The font size ('10pt', '11pt' or '12pt')."
0	0	0	0	0	"# latex_font_size = '10pt'"
0	0	0	0	2	"# Grouping the document tree into LaTeX files. List of tuples"
0	1	0	1	3	"# (source start file, target name, title, author, document class [manual])."
0	0	0	0	1	"# The name of an image file (relative to this directory) to place at the top of"
0	0	0	0	0	"# the title page."
0	0	0	0	0	"# latex_logo = None"
0	0	0	0	3	"# For \"manual\" documents, if this is true, then toplevel headings are parts,"
0	0	0	0	0	"# not chapters."
0	0	1	0	0	"# DEPRECATED! later_use_parts = True"
0	2	0	0	0	"# see sphinx.builder.latex.validate_config_values"
1	0	0	0	1	"# Additional stuff for the LaTeX preamble."
0	0	0	0	0	"# latex_preamble = ''"
0	0	0	0	5	"# Documents to append as an appendix to all manuals."
0	0	0	0	2	"# latex_appendices = []"
0	0	0	0	1	"# If false, no module index is generated."
0	0	0	0	0	"# latex_use_modindex = True"
0	0	0	0	0	"# if used in a code-block, the block has to be marked with"
0	1	0	0	0	"# .. parse-literal::, otherwise it won't be replaced"
0	0	0	0	2	"# !!! doesn't work for \"::\", \".. code::\" or \".. code-block::\""
0	0	0	0	0	"# -*- coding: utf-8 -*-"
1	0	0	0	0	"# add inheritance info, if wanted"
0	0	0	0	1	"# kivy pygments style based on flask/tango style"
0	1	0	0	0	"# The background color is set in kivystyle.sty"
0	1	0	0	2	"# No corresponding class for the following:"
0	1	0	0	1	"#Text: \"\", # class: ''"
0	1	0	0	1	"Whitespace: \"underline #ffffff\", # class: 'w'"
0	1	0	0	1	"Error: \"#FF0000 border:#FF0000\", # class: 'err'"
0	1	0	0	1	"Other: \"#FF0000\", # class 'x'"
0	1	0	0	1	"Comment: \"italic #666385\", # class: 'c'"
0	1	0	0	1	"Comment.Preproc: \"noitalic\", # class: 'cp'"
0	1	0	0	1	"Keyword: \"bold #000000\", # class: 'k'"
0	1	0	0	2	"Keyword.Constant: \"bold #000000\", # class: 'kc'"
0	1	0	0	1	"Keyword.Declaration: \"bold #000000\", # class: 'kd'"
0	1	0	0	1	"Keyword.Namespace: \"bold #000000\", # class: 'kn'"
0	1	0	0	2	"Keyword.Pseudo: \"bold #000000\", # class: 'kp'"
0	1	0	0	1	"Keyword.Reserved: \"bold #000000\", # class: 'kr'"
0	1	0	0	1	"Keyword.Type: \"bold #000000\", # class: 'kt'"
0	1	0	0	1	"Operator: \"#582800\", # class: 'o'"
0	1	0	0	1	"Operator.Word: \"bold #000000\", # class: 'ow' - like keywords"
0	1	0	0	1	"Punctuation: \"bold #000000\", # class: 'p'"
0	1	0	0	2	"# because special names such as Name.Class, Name.Function, etc."
0	1	0	0	2	"# are not recognized as such later in the parsing, we choose them"
0	1	0	0	1	"# to look the same as ordinary variables."
0	1	0	0	1	"Name: \"#000000\", # class: 'n'"
0	1	0	1	1	"Name.Attribute: \"#c4a000\", # class: 'na' - to be revised"
0	1	0	0	1	"Name.Builtin: \"#000000\", # class: 'nb'"
0	1	0	0	2	"Name.Builtin.Pseudo: \"#aa1105\", # class: 'bp'"
0	2	0	0	2	"Name.Class: \"#db6500\", # class: 'nc' - to be revised"
0	1	0	0	2	"Name.Constant: \"#000000\", # class: 'no' - to be revised"
0	1	0	0	2	"Name.Decorator: \"#888\", # class: 'nd' - to be revised"
0	1	0	0	1	"Name.Entity: \"#ce5c00\", # class: 'ni'"
0	1	0	0	3	"Name.Exception: \"bold #cc0000\", # class: 'ne'"
0	1	0	0	2	"Name.Function: \"#db6500\", # class: 'nf'"
0	1	0	0	1	"Name.Property: \"#000000\", # class: 'py'"
0	1	0	0	1	"Name.Label: \"#f57900\", # class: 'nl'"
0	1	0	0	1	"Name.Namespace: \"#000000\", # class: 'nn' - to be revised"
0	1	0	0	1	"Name.Other: \"#000000\", # class: 'nx'"
0	1	0	0	1	"Name.Tag: \"bold #004461\", # class: 'nt' - like a keyword"
0	2	0	0	2	"Name.Variable: \"#000000\", # class: 'nv' - to be revised"
0	3	0	0	3	"Name.Variable.Class: \"#000000\", # class: 'vc' - to be revised"
0	2	0	0	2	"Name.Variable.Global: \"#000000\", # class: 'vg' - to be revised"
0	2	0	0	2	"Name.Variable.Instance: \"#000000\", # class: 'vi' - to be revised"
0	1	0	0	1	"Number: \"#990000\", # class: 'm'"
0	1	0	0	1	"Literal: \"#000000\", # class: 'l'"
0	1	0	0	1	"Literal.Date: \"#000000\", # class: 'ld'"
0	1	0	0	2	"String: \"#74171b\", # class: 's'"
0	1	0	0	2	"String.Backtick: \"#4e9a06\", # class: 'sb'"
0	1	0	0	3	"String.Char: \"#4e9a06\", # class: 'sc'"
0	1	0	0	3	"String.Doc: \"italic #640000\", # class: 'sd' - like a comment"
0	1	0	0	4	"String.Double: \"#74171b\", # class: 's2'"
0	1	0	0	2	"String.Escape: \"#74171b\", # class: 'se'"
0	1	0	0	3	"String.Heredoc: \"#74171b\", # class: 'sh'"
0	1	0	0	3	"String.Interpol: \"#74171b\", # class: 'si'"
0	1	0	0	2	"String.Other: \"#74171b\", # class: 'sx'"
0	1	0	0	3	"String.Regex: \"#74171b\", # class: 'sr'"
0	1	0	0	2	"String.Single: \"#74171b\", # class: 's1'"
0	1	0	0	2	"String.Symbol: \"#74171b\", # class: 'ss'"
0	1	0	0	1	"Generic: \"#000000\", # class: 'g'"
0	1	0	0	3	"Generic.Deleted: \"#a40000\", # class: 'gd'"
0	1	0	0	1	"Generic.Emph: \"italic #000000\", # class: 'ge'"
0	1	0	0	1	"Generic.Error: \"#ef2929\", # class: 'gr'"
0	1	0	0	1	"Generic.Heading: \"bold #000080\", # class: 'gh'"
0	1	0	0	3	"Generic.Inserted: \"#00A000\", # class: 'gi'"
0	2	0	0	2	"Generic.Output: \"#888\", # class: 'go'"
0	1	0	0	1	"Generic.Prompt: \"#745334\", # class: 'gp'"
0	1	0	0	1	"Generic.Strong: \"bold #000000\", # class: 'gs'"
0	1	0	0	1	"Generic.Subheading: \"bold #800080\", # class: 'gu'"
0	1	0	0	1	"Generic.Traceback: \"bold #a40000\", # class: 'gt'"
0	0	0	0	1	"# XXX I don't understand the impact of having a priority more than the"
0	0	0	2	1	"# attribute or instance method but the thing is, if it's a cython module,"
0	0	0	1	1	"# the attribute will be preferred over method."
0	1	0	0	2	"# try to check if the first line of the doc is a signature"
0	0	0	0	2	"# an identifier starts with a letter or underscore"
0	0	0	0	2	"# followed by optional numbers or letters or underscores"
0	1	0	0	2	"# test for cython cpdef"
0	0	0	0	0	"# match identifier.identifier(anything)."
0	2	0	0	2	"# test for cython class"
0	0	0	0	0	"# match identifier(anything)"
0	2	0	0	3	"# test for python method in cython class"
0	0	0	0	0	"# match identifier(anything) where"
0	0	0	0	0	"# remove empty lines"
1	0	0	0	0	"# if we still have lines, remove the title"
0	0	0	0	0	"# if the title is followed by a separator, remove it."
0	0	0	0	1	"# trick to realign the first line to the second one."
1	0	0	0	0	"# FIXME: fail if we finishing with::"
0	0	0	0	0	"# calculate the minimum space available"
0	0	0	0	1	"# remove that kind of space now."
1	0	0	0	4	"# remove the first 'self' argument, because python autodoc don't"
1	2	0	0	6	"# add it for python method class. So do the same for cython class."
0	0	0	0	0	"# get normal components"
0	0	0	0	0	"# get texture coordinate components"
0	0	0	0	0	"# get vertex components"
0	0	0	0	0	"# mesh.calculate_normals()"
0	0	0	0	0	"self.objects = {}"
0	0	0	0	0	"self.vertices = []"
0	0	0	0	0	"self.normals = []"
0	0	0	0	0	"self.texcoords = []"
0	0	0	0	0	"self.faces = []"
0	0	0	0	0	"self._current_object = None"
0	0	0	0	0	"material = None"
0	0	0	0	0	"for line in open(filename, \"r\"):"
0	0	0	0	0	"if line.startswith('#'):"
0	0	0	0	0	"continue"
0	0	0	0	0	"if line.startswith('s'):"
0	0	0	0	0	"continue"
0	0	0	0	0	"values = line.split()"
0	0	0	0	0	"if not values:"
0	0	0	0	0	"continue"
0	0	0	0	0	"if values[0] == 'o':"
0	0	0	0	0	"self.finish_object()"
0	0	0	0	0	"self._current_object = values[1]"
0	0	0	0	0	"# elif values[0] == 'mtllib':"
0	0	0	0	0	"# self.mtl = MTL(values[1])"
0	0	0	0	0	"# elif values[0] in ('usemtl', 'usemat'):"
0	0	0	0	0	"# material = values[1]"
0	0	0	0	0	"if values[0] == 'v':"
0	0	0	0	0	"v = list(map(float, values[1:4]))"
0	0	0	0	0	"if swapyz:"
0	0	0	0	0	"v = v[0], v[2], v[1]"
