clean_comment;v1;v2;v3;v4;v5;v6;label
coding utf 8;2.0578036;0.41461265;6.315007;-4.7074904;-3.5031757;-1.4901114;-
kivy documentation build configuration file created by;-5.187391;-2.8226337;5.9065633;4.696547;9.448988;-5.865779;IRRE
sphinx quickstart on wed jan 21 22 37 12 2009;-9.35043;1.650246;9.651863;-4.7122693;4.1200423;6.498331;-
this file is execfile d with the current directory set to its containing;-3.236341;-0.5440865;-5.99846;-4.544252;2.7896953;-2.7361035;IRRE
dir;26.693974;-12.339386;13.392818;-1.0795434;1.1303178;1.207923;-
the contents of this file are pickled so don t put values in the namespace;1.2671391;6.8038416;-6.679293;-3.921998;6.51454;-2.6559525;CODE
that aren t pickleable module imports are okay they re removed;-4.0513024;6.5606914;-3.8184247;-5.1768827;5.119807;-1.233046;CODE
automatically;11.807478;-4.955765;1.9772838;-0.4019396;1.6927189;-2.2694864;IRRE
all configuration values have a default value values that are commented out;-2.8672593;-7.648907;-8.050563;-5.0584397;-1.2283591;-1.8711823;IRRE
serve to show the default value;6.637615;2.6358595;-1.2513889;-0.7228068;6.841946;-0.71567065;IRRE
if your extensions are in another directory add it here if the directory;-1.1648767;-9.776516;-7.7457423;-2.6980243;9.751581;-1.7581934;TASK
is relative to the documentation root use os path abspath to make it;-3.66486;2.1905603;-3.4156504;-3.9089782;5.171948;-5.5845366;CODE
absolute like shown here;-0.3429498;-12.670594;-1.7428797;-1.9324353;0.6586033;1.6666521;-
general configuration;12.446648;-10.213302;4.7158704;2.373358;-0.19017895;-1.5848453;-
add any sphinx extension module names here as strings they can be;-6.1299257;-2.0340223;-5.0096145;0.23970424;7.0985527;-4.7723117;CODE
extensions coming with sphinx named sphinx ext or your custom ones;-4.8961406;5.8956084;2.892375;0.19564836;5.0859284;-8.051851;-
in 4 0 and above has been added the support to substitute by s in the caption;-8.145844;-6.815692;-5.4156156;1.3599665;6.9018984;1.9415859;TASK
in 6 0 if the caption is a string it must contain s exactly once;-9.647299;-7.993928;-6.7509236;-4.4349523;0.8608069;1.1138935;CODE
repo extlink caption s;-3.8628151;-3.6132429;10.6411;-0.99811226;4.6494803;-4.0109363;-
repo extlink caption;1.8387038;4.7810965;12.266928;-1.1635677;5.2604375;-3.5643535;-
todo configuration;11.565113;-3.6701841;5.814833;0.2862767;5.768183;-3.1251428;TASK
xxx hack mathieu monkey patch the autodoc module to give a better priority;-8.813607;5.439808;1.1442719;3.0040698;7.938968;-0.5039812;CODE
for classdocumenter or the cython class will be documented as attributeclass;-4.1475677;0.04347078;-0.7895841;2.608523;5.627438;-4.306767;CODE
add any paths that contain templates here relative to this directory;2.660251;0.46710312;-8.159521;-2.8448923;5.0705705;-4.6420465;CODE
the suffix of source filenames;10.446013;14.764133;0.727488;2.2614982;-0.9380156;-1.8759865;CODE
the master toctree document;0.2754479;-5.0662384;2.2417512;5.288584;3.5140517;-0.77039015;CODE
general substitutions;10.101726;3.265669;4.9658213;5.279787;-3.85976;1.0119718;-
the default replacements for version and release also used in various;-6.5956984;-8.33493;-6.6886673;1.5867237;-1.1080385;-1.440867;CODE
other places throughout the built documents;-1.7898197;-13.924566;-5.161267;5.726544;3.9893239;1.6589588;CODE
there are two options for replacing today either you set today to some;0.61490095;3.3696322;-6.463591;-7.067615;3.0719879;0.094630145;CODE
non false value then it is used;-1.2455637;-11.573536;-6.3870335;-4.542522;-0.6925208;-1.8227136;IRRE
today;24.480091;-8.326742;13.59134;-1.1934456;1.6589414;3.8514185;-
else today fmt is used as the format for a strftime call;-1.1268787;-1.2867092;-4.1906915;-4.4762754;2.1582563;-2.4153738;IRRE
suppress exclusion warnings;3.2820394;-0.6998792;8.969231;0.21959;-1.6656967;-2.8041832;-
the rest default role used for this markup text to use for all documents;-8.799129;-24.194332;-5.324783;7.619067;0.17064023;-1.1653918;CODE
default role none;11.267735;-4.309943;5.5496516;-2.8666627;-0.625225;-0.93297863;CODE
if true will be appended to func etc cross reference text;-4.642122;-2.37496;-2.5435138;-3.9511077;2.3561404;-4.028051;CODE
add function parentheses true;1.8994622;-12.130953;3.8392324;0.82051957;-0.48612306;-0.8969857;TASK
if true the current module name will be prepended to all description;-0.46017373;-2.8150127;-7.124267;-2.950935;3.7537906;-2.639257;CODE
unit titles such as function;2.7168565;0.34117943;2.5556726;-1.8513166;-0.5644175;-3.42308;CODE
add module names true;-1.9307861;-20.559486;1.319613;-0.32911915;0.45634004;-2.0067914;TASK
if true sectionauthor and moduleauthor directives will be shown in the;1.5863836;6.649582;-2.8240051;-2.5654252;2.9246237;-2.7212515;META
output they are ignored by default;5.21606;-0.5178273;-4.455591;-4.2954593;5.5665483;-3.4354453;IRRE
show authors false;4.7842937;-14.00543;8.621527;-2.8357477;0.78921074;2.0628843;META
the name of the pygments syntax highlighting style to use;2.8348682;5.3471384;-2.071672;5.4545984;6.9217114;-3.2393095;CODE
options for html output;6.0769906;-5.4124737;0.5990969;-0.021193277;3.2798219;-4.724724;IRRE
the style sheet to use for html and html help pages a file of that name;-3.508991;-5.006736;-4.242374;1.1397712;3.1814792;-3.933034;CODE
must exist either in sphinx static path or in one of the custom paths;0.40870386;9.903316;-0.5938302;-1.6591737;5.29305;-4.649776;CODE
given in html static path;-1.2476553;-12.481227;1.7844696;-1.5798333;1.7732314;-7.6869197;CODE
check for theme remove if when switched to rtd;-4.3110275;1.649494;0.38319153;-3.8176856;3.4062245;-6.8384314;CODE
the name for this set of sphinx documents if none it defaults to;2.6025174;5.0271025;-3.4297643;0.30962944;2.9911385;-2.0134065;CODE
project v release documentation;-2.025736;-12.326378;8.846543;3.749088;3.0366693;-1.2583438;CODE
html title none;8.471802;-0.9989293;14.893497;-4.7564387;3.764675;-4.023912;-
a shorter title for the navigation bar default is the same as html title;-4.7907205;1.8112353;-3.9875317;0.017679904;1.9283221;-0.7534826;CODE
html short title none;4.8687286;2.7974267;14.390964;-5.644837;2.8538299;-3.8760214;-
the name of an image file within the static path to place at the top of;0.5220742;0.5784024;-8.913728;-1.0922883;5.522865;-0.4693123;CODE
the sidebar;15.407551;-10.820942;4.379447;6.3970146;5.596748;4.6584907;IRRE
the name of an image file within the static path to use as favicon of the;-0.75765306;-2.6344013;-6.5843105;1.95572;4.9330335;-1.4805465;CODE
docs this file should be a windows icon file ico being 16x16 or 32x32;-8.880495;4.4935017;1.6274298;-5.799476;-0.2838696;0.85950905;CODE
pixels large;4.679911;-6.1880517;5.7894588;-1.7031056;-2.801393;2.3718402;-
html favicon none;4.4623165;4.472524;16.551151;-5.3355684;3.1944654;-4.632811;-
add any paths that contain custom static files such as style sheets here;-2.295174;7.684348;-3.4097285;-2.8339884;4.85998;-8.343488;TASK
relative to this directory they are copied after the builtin static files;2.116584;6.220307;-7.491196;-0.20057361;6.3811107;-2.4041026;CODE
so a file named default css will overwrite the builtin default css;-0.6990378;11.897936;-0.012136762;-2.797901;5.735166;-4.7954473;CODE
if not a last updated on timestamp is inserted at every page bottom;-7.776628;-13.852221;-6.9762397;-1.5202107;1.3816596;-1.2915118;CODE
using the given strftime format;3.6883085;-11.581308;-1.6657934;4.4524245;0.46454954;-2.3692358;CODE
if true smartypants will be used to convert quotes and dashes to;-1.6797168;14.374933;-1.3740839;-3.197312;5.0066957;-6.5612984;OUTD
typographically correct entities;3.2672076;-2.4499214;3.4141626;6.9230065;-3.0565698;-0.8994542;IRRE
html use smartypants true;-7.8209524;-5.0477505;9.47375;2.0010033;1.6172706;-5.010334;-
custom sidebar templates maps document names to template names;-1.9224132;-3.2142015;-1.0259961;0.30665585;2.1394181;-7.907689;IRRE
html sidebars;1.8312767;-10.002209;7.5166783;7.9221864;3.7885933;-6.564655;IRRE
additional templates that should be rendered to pages maps page names to;-0.81180346;4.0256743;-5.496071;-4.529409;2.3170779;-4.713215;TASK
template names;14.998581;-6.203043;6.5390863;0.4607767;0.43782958;-4.0981536;-
html additional pages;1.5171347;-15.974855;5.9274936;4.4670005;3.2805767;-2.6640396;TASK
if false no module index is generated;1.2326322;-0.67445105;-1.4763402;-3.8198497;3.9483297;-6.19008;CODE
html use modindex true;-5.481531;-5.9133096;10.191906;-1.6414945;0.8975324;-5.502033;-
if false no index is generated;4.325547;1.5040665;-1.2314233;-6.2785096;3.4214885;-4.175535;-
html use index true;-3.4434168;-13.7409;7.973229;-1.1118745;1.3113285;-4.8228927;-
if true the index is split into individual pages for each letter;-1.6008091;0.9015499;-7.208842;-2.4732044;0.77330804;-0.37627897;CODE
html split index false;-4.2947054;-16.305592;8.947155;-1.390466;0.26863325;-2.5925279;-
if true the rest sources are included in the html build as sources name;-5.5817304;-6.3758154;-5.024839;0.7586109;4.850474;-3.0451622;CODE
html copy source true;-4.220461;-20.823643;8.554691;-0.76784647;5.4247627;-4.5941453;-
if true an opensearch description file will be output and all pages will;-5.311936;4.573309;-2.8644333;-0.8149742;4.4934745;-1.8443952;CODE
contain a link tag referring to it the value of this option must be the;2.5096235;5.4639654;-7.5502996;-4.0620303;4.489287;-0.82392365;TASK
base url from which the finished html is served;4.102868;6.127179;-3.9665062;-1.6539046;6.2460904;-2.0555382;TASK
html use opensearch;-0.99349314;3.1800833;8.040573;2.1251156;6.422626;-4.5865083;CODE
if nonempty this is the file name suffix for html files e g xhtml;-4.8706837;1.3054544;-0.8367251;-3.5232785;1.9789852;-4.0076265;CODE
html file suffix;7.997381;-9.16255;7.6274257;3.7541327;3.2550156;-6.706923;-
output file base name for html help builder;-0.4643831;-1.0375639;2.7335503;1.6717439;3.4244456;-8.742495;IRRE
options for latex output;5.363428;-3.614692;0.63443387;0.87551105;1.6317569;-3.6261706;IRRE
the paper size letter or a4;-4.097511;-16.994864;1.3633933;0.08514265;-2.5010896;3.1641161;CODE
latex paper size letter;0.41450837;-4.1584606;8.699894;1.8721137;-3.1715097;-2.6409087;CODE
the font size 10pt 11pt or 12pt;-3.3356898;-1.960421;5.33637;-7.9292808;-1.5611936;2.1752653;-
latex font size 10pt;-0.6709295;-3.0725121;6.869946;-4.7955847;-1.2426349;-1.8931104;-
grouping the document tree into latex files list of tuples;-1.8523743;-5.310808;-2.5054677;3.6667244;-0.1098357;-3.218548;CODE
source start file target name title author document class manual;-5.183998;0.45486537;11.460351;-4.192882;2.0905306;-6.9185057;CODE
the name of an image file relative to this directory to place at the top of;4.4013133;6.942943;-8.7504835;-3.86862;5.7315187;-0.20908456;CODE
the title page;16.042149;2.6121712;4.864472;1.4374721;5.9612374;3.9756114;-
latex logo none;1.6140755;-1.0791773;13.4966755;0.7998396;2.669764;-2.8605459;-
for manual documents if this is true then toplevel headings are parts;-7.200101;4.4292707;-2.685196;-0.27610338;-0.55340594;-3.0070071;CODE
not chapters;16.494251;-4.2599077;7.0091443;-0.9163134;-0.13649134;1.0980492;-
deprecated later use parts true;-2.464497;-6.719423;3.3561423;-2.3759098;4.8899217;-0.79539603;OUTD
see sphinx builder latex validate config values;-9.712721;0.5559171;7.684866;2.4123847;3.1898675;-6.7215014;IRRE
additional stuff for the latex preamble;0.101274446;2.4213324;-0.6043948;6.4229293;1.7122872;-2.2745352;TASK
latex preamble;3.7918248;6.9366016;10.137001;4.865229;-1.7177072;-2.3224561;-
documents to append as an appendix to all manuals;-2.4899504;-4.2390194;-4.1876163;0.9620824;4.8218193;-1.3162575;CODE
latex appendices;-0.6807677;-6.3984513;7.4129424;-0.06805382;-3.5977006;-3.020852;CODE
if false no module index is generated;1.2326345;-0.6744537;-1.4763392;-3.8198483;3.9483316;-6.190081;CODE
latex use modindex true;-4.4500556;-4.0455756;9.347107;-1.5561827;0.309606;-5.661011;-
if used in a code block the block has to be marked with;1.1824366;4.7589664;-5.2709875;-6.2510614;6.2665668;-4.1902866;-
parse literal otherwise it won t be replaced;2.7341945;0.2571023;-5.7487326;-6.945905;7.7995396;-3.3817294;IRRE
doesn t work for code or code block;-4.135802;-10.024805;-0.26210782;-4.9063334;3.373658;-5.4135356;CODE
coding utf 8;2.0578036;0.41461265;6.315007;-4.7074904;-3.5031757;-1.4901114;-
add inheritance info if wanted;7.676633;4.823509;-1.268422;-4.1414924;3.3865623;-6.884274;TASK
kivy pygments style based on flask tango style;-4.691099;7.776417;6.0203743;4.735575;6.918553;-7.8752775;CODE
the background color is set in kivystyle sty;-3.5149539;5.1781936;1.740121;2.3264425;4.2239075;-4.5382733;IRRE
no corresponding class for the following;3.4919631;-8.43457;-5.018766;3.039981;-0.32327923;1.1540102;CODE
text class;17.37249;-4.445368;9.348828;0.07990425;2.4144404;-3.1776931;IRRE
whitespace underline ffffff class w;-9.733657;2.2399309;12.401124;-6.4467635;-2.0773866;3.6793375;IRRE
error ff0000 border ff0000 class err;-10.230401;-0.72404087;15.207219;-7.2384725;-1.1866189;3.4783528;IRRE
other ff0000 class x;-6.906064;-7.0154877;11.712418;-2.4349015;-0.6697477;2.9565072;IRRE
comment italic 666385 class c;-12.526989;-3.1616387;12.134272;2.2332952;1.0268779;0.96511066;IRRE
comment preproc noitalic class cp;-8.453562;0.6448687;9.847719;2.5060852;2.4560122;-2.399192;IRRE
keyword bold 000000 class k;-5.293111;0.6273403;16.974607;-3.4435768;-0.89290035;2.8809223;IRRE
keyword constant bold 000000 class kc;-9.405165;4.367025;18.005508;-3.842046;-1.133295;3.057893;CODE
keyword declaration bold 000000 class kd;-5.5286546;4.6439133;15.998847;-3.1904252;-2.457288;-1.4185609;IRRE
keyword namespace bold 000000 class kn;-6.2279215;4.5258837;18.234394;-4.902301;-0.86420137;0.13956799;IRRE
keyword pseudo bold 000000 class kp;-9.431976;3.786483;18.212154;-2.8344388;0.44565848;1.3364189;CODE
keyword reserved bold 000000 class kr;-8.898537;3.8214457;15.745116;-0.82788575;-0.6660862;1.3745048;IRRE
keyword type bold 000000 class kt;-1.5935168;5.69713;15.899401;-3.2564619;2.1389725;0.498505;IRRE
operator 582800 class o;-7.5182066;-6.4598646;12.201672;-1.0506284;-1.4570304;8.073409;IRRE
operator word bold 000000 class ow like keywords;-9.596996;6.2166386;15.647927;-4.1585984;-1.0934739;4.0308867;IRRE
punctuation bold 000000 class p;-5.0285563;4.7260547;17.5646;-3.4872558;-2.443423;0.91186947;IRRE
because special names such as name class name function etc;-10.728571;-10.49413;-0.94449604;-1.3323334;-0.96423405;-5.3079157;CODE
are not recognized as such later in the parsing we choose them;-1.510182;1.3956466;-9.77466;-1.024904;4.7303686;1.9655461;CODE
to look the same as ordinary variables;4.009624;2.7483535;-4.626031;-4.0354896;3.098074;4.407155;IRRE
name 000000 class n;-0.6300183;-8.1453085;11.999297;-3.6988614;-0.29722616;5.0128613;IRRE
name attribute c4a000 class na to be revised;-8.290426;-2.5501924;3.8779457;-4.5900483;-0.42725348;1.5175562;IRRE
name builtin 000000 class nb;-7.454246;-3.287728;8.4023;1.494897;3.1692374;-1.019755;IRRE
name builtin pseudo aa1105 class bp;-11.904864;-4.4896846;9.375017;-2.2361443;2.465465;0.48398206;CODE
name class db6500 class nc to be revised;-11.95462;-4.3393807;9.275822;-5.842255;1.1135141;2.087999;IRRE
name constant 000000 class no to be revised;-6.724306;-3.665173;5.447772;-3.5330079;2.5754838;-0.85602117;CODE
name decorator 888 class nd to be revised;-10.971989;-5.6977086;5.6531734;1.0363699;3.289489;-1.5201049;CODE
name entity ce5c00 class ni;-8.90707;2.4171252;13.064075;-6.3550487;1.3153409;4.677623;IRRE
name exception bold cc0000 class ne;-8.762131;1.0766253;14.312733;-5.4980254;2.72849;2.5396466;CODE
name function db6500 class nf;-11.215992;-10.942675;9.991524;-1.2204274;0.5053004;2.2607837;CODE
name property 000000 class py;-4.6591635;-7.2640114;11.179159;-1.5539165;3.242446;-2.4856222;IRRE
name label f57900 class nl;-11.974171;-6.0909286;14.51358;-3.0831604;2.6237128;2.6890807;IRRE
name namespace 000000 class nn to be revised;-7.7771726;-2.3361752;7.4107814;-4.7705827;0.17825134;-1.6959239;IRRE
name other 000000 class nx;-5.3772016;-2.7480307;10.628783;-2.0635703;-0.5670499;-0.44235668;IRRE
name tag bold 004461 class nt like a keyword;-12.343042;-0.063549876;12.733037;-6.1502852;1.7404053;1.6129897;IRRE
name variable 000000 class nv to be revised;-6.9461317;1.3687633;6.3321424;-3.3849523;-0.58627087;-2.2854881;IRRE
name variable class 000000 class vc to be revised;-8.884781;-1.2335867;8.465142;-5.4965844;-0.985283;-0.4487576;IRRE
name variable global 000000 class vg to be revised;-8.488768;-3.8689625;6.5345006;-3.5423908;-1.9083679;-2.484871;IRRE
name variable instance 000000 class vi to be revised;-9.593118;-5.717472;5.4846406;-2.5184267;-0.8601806;-2.0655031;IRRE
number 990000 class m;-5.1388702;-4.5503817;11.104435;-4.625089;-3.7760952;8.995813;IRRE
literal 000000 class l;-0.2083558;-1.900582;11.244046;-3.0440676;0.690748;3.0721054;IRRE
literal date 000000 class ld;-3.9335399;-1.8460151;12.6721525;-4.631065;-2.6410127;2.5213556;IRRE
string 74171b class s;-6.859825;-8.704721;6.5107217;-1.1911197;-1.7114816;2.813339;CODE
string backtick 4e9a06 class sb;-12.001467;-0.3744203;11.959017;-9.920992;0.60046387;2.2898064;CODE
string char 4e9a06 class sc;-11.628213;-3.8519983;10.872965;-10.09816;0.62876445;6.2896185;CODE
string doc italic 640000 class sd like a comment;-14.692227;-3.2627668;11.428068;-4.499787;2.0830328;1.7440376;CODE
string double 74171b class s2;-12.988004;-14.251307;10.419523;-4.6068773;-5.94064;6.0575914;CODE
string escape 74171b class se;-12.519472;-6.643217;12.039984;-4.654027;-0.39042643;1.7578685;CODE
string heredoc 74171b class sh;-15.360962;-0.11063649;14.406921;-0.046515647;1.9631425;3.851243;CODE
string interpol 74171b class si;-12.514202;-8.58902;11.10317;-0.97848666;-2.3477244;3.1845727;CODE
string other 74171b class sx;-12.910864;-10.318191;10.509922;-5.173494;-1.710843;0.39073735;CODE
string regex 74171b class sr;-9.337062;-5.9600983;11.975292;-2.235476;-1.1901644;5.0217257;CODE
string single 74171b class s1;-12.140173;-13.743449;7.2589645;-3.693568;-2.786934;2.6085372;CODE
string symbol 74171b class ss;-9.900317;-6.079276;11.723861;-3.3641922;-1.6351019;3.320588;CODE
generic 000000 class g;0.60896343;-4.178564;9.060541;1.7789483;-0.42417338;0.55189586;IRRE
generic deleted a40000 class gd;-10.580631;-12.36333;7.7451215;-0.42629176;-0.8558734;1.0038166;CODE
generic emph italic 000000 class ge;-7.51278;4.191382;18.233713;-4.8856483;1.8778692;2.4288902;IRRE
generic error ef2929 class gr;-13.764622;-6.544366;11.598266;2.3688893;1.9273698;3.2102132;IRRE
generic heading bold 000080 class gh;-9.006277;1.4799016;13.950872;-1.2091548;-0.8511223;1.7623138;IRRE
